
MC properties:
   MC Sweeps:       70000
   Mesh disp:       1.500000
   Bias type:       Minimum
   Bias strength:   20.000000
   Bias location:   27.260870
   InitialHeight:   27.260870
   RandSeed:        2
   Boundary Cond:   Frame

Mesh Properties:
   Bending Modulus: 20.000000
   Lx:              840.000000
   Ly:              840.000000
   Node nums in x:  70
   Node nums in y:  70

Particle Properties:
   Ptype num:       3
   Lengths:         3.5 17.5 20.0 7.5 17.5 30.0
   Binding str:     10.5 0.0 4.75
   Binding ranges:  4.0 0.0 4.0
   Densities:       200.0 4000.0 500.0 200.0 7520.0 480.0
   PDiam:           4.000000

Output Options:
   Tag:             Z_27.26086956521739
   OutputDir:       ../Simulation_Results/
   Framenums:       0
   Datanums:        50000
   Histbnums:       0

Restart Info:
   Inputfilename:   None
   Equil option:    No

Error Check:        Naw

#Sweep(1) TAcc(2) NAcc(3) SHAcc(4) TotE(5) MeshE(6) BiasE(7) Veff(8) ZBot(9) ZTop(10) TotAreaBot(11) TotAreaTop(12) TotPop(13) TotPopBot(14) TotPopTop(15) ThetaValTop(16) ThetaValBot(17) NBot1(18) NBot2(19) NBot3(20) NTop1(21) NTop2(22) NTop3(23) Bonds1(24) Bonds2(25) Bonds3(26) 
10 0.55 0.55 0.47 2725.307020 2022.116553 16.175701 687.014766 -14.258365 14.597635 705600.000000 707480.424715 1024.302919 371.919661 652.383258 26.362345 0.169635 17.905532 314.689284 39.324845 18.032795 629.609533 4.740930 0.000000 0.000000 0.000000 
11 0.55 0.55 0.47 2799.418171 2095.914635 18.298980 685.204556 -14.258365 14.605843 705600.000000 707551.275297 1024.150812 371.785212 652.365600 26.305129 0.173739 17.899076 314.575829 39.310307 18.025933 629.382539 4.957128 0.000000 0.000000 0.000000 
12 0.55 0.55 0.47 2804.164776 2095.920257 23.224846 685.019673 -14.258365 14.601331 705600.000000 707591.457536 1024.134117 371.770350 652.363767 26.183942 0.171483 17.898418 314.564260 39.307673 18.024082 629.359393 4.980292 0.000000 0.000000 0.000000 
13 0.55 0.55 0.44 2823.640282 2119.742076 21.456851 682.441355 -14.258365 14.589937 705600.000000 707730.254741 1023.916484 371.577893 652.338591 26.225752 0.165786 17.889224 314.402679 39.285990 18.013332 629.036112 5.289148 0.000000 0.000000 0.000000 
14 0.55 0.55 0.44 2786.123013 2086.173281 21.461216 678.488516 -14.258365 14.615295 705600.000000 707764.911994 1023.585511 371.285446 652.300064 26.225752 0.178465 17.875126 314.154914 39.255406 17.999511 628.540401 5.760152 0.000000 0.000000 0.000000 
15 0.55 0.55 0.44 2828.096414 2129.547317 21.613193 676.935904 -14.258365 14.616994 705600.000000 707771.910637 1023.455178 371.170254 652.284923 26.222095 0.179315 17.869589 314.057602 39.243063 17.993753 628.345705 5.945465 0.000000 0.000000 0.000000 
16 0.55 0.55 0.41 2841.668194 2144.771711 22.090081 674.806402 -14.258365 14.625985 705600.000000 707868.198521 1023.275733 371.011597 652.264137 26.210720 0.183810 17.862022 313.924144 39.225431 17.985150 628.078690 6.200296 0.000000 0.000000 0.000000 
17 0.55 0.55 0.41 2828.433688 2133.894145 20.122114 674.417429 -14.258365 14.646928 705600.000000 707862.366435 1023.243186 370.982840 652.260346 26.258763 0.194282 17.860635 313.899762 39.222442 17.983812 628.029910 6.246624 0.000000 0.000000 0.000000 
18 0.55 0.55 0.44 2857.304167 2178.613713 17.118030 661.572424 -14.258365 14.817055 705600.000000 707935.469194 1022.169513 370.034315 652.135198 26.337831 0.279345 17.814823 313.094606 39.124887 17.940733 626.419006 7.775458 0.000000 0.000000 0.000000 
19 0.55 0.55 0.44 2843.207796 2163.828678 19.757191 659.621927 -14.258365 14.824657 705600.000000 707905.404809 1022.007025 369.890815 652.116210 26.268977 0.283146 17.807839 312.972335 39.110642 17.934762 626.174373 8.007075 0.000000 0.000000 0.000000 
20 0.55 0.55 0.44 2738.169810 2060.064679 20.231473 657.873658 -14.258365 14.836535 705600.000000 707929.202658 1021.860470 369.761304 652.099166 26.257179 0.289085 17.801604 312.862756 39.096945 17.928478 625.955135 8.215552 0.000000 0.000000 0.000000 
21 0.55 0.55 0.47 2746.194772 2082.063054 14.558568 649.573150 -14.258365 14.964012 705600.000000 707964.579244 1021.166232 369.147949 652.018284 26.411338 0.352824 17.772000 312.342466 39.033483 17.900219 624.914175 9.203889 0.000000 0.000000 0.000000 
22 0.55 0.55 0.47 2814.903917 2153.095505 14.570004 647.238409 -14.258365 14.995712 705600.000000 708034.578044 1020.970982 368.975452 651.995530 26.411338 0.368674 17.763753 312.196123 39.015576 17.892214 624.621381 9.481934 0.000000 0.000000 0.000000 
23 0.55 0.55 0.50 2779.614590 2121.605555 13.229313 644.779722 -14.258365 15.017414 705600.000000 707995.540450 1020.764644 368.793086 651.971558 26.452004 0.379525 17.754905 312.042017 38.996164 17.883229 624.313056 9.775272 0.000000 0.000000 0.000000 
24 0.55 0.55 0.48 2783.863488 2126.519853 13.348885 643.994749 -14.258365 15.032117 705600.000000 707931.914926 1020.699857 368.735926 651.963931 26.448490 0.386876 17.752104 311.992800 38.991022 17.881417 624.214586 9.867928 0.000000 0.000000 0.000000 
25 0.55 0.55 0.48 2686.776214 2030.976353 13.878284 641.921577 -14.258365 15.043285 705600.000000 707931.708414 1020.526208 368.582488 651.943720 26.432490 0.392460 17.744764 311.862856 38.974868 17.874055 623.954602 10.115063 0.000000 0.000000 0.000000 
26 0.55 0.55 0.48 2732.029256 2076.239683 13.866835 641.922737 -14.258365 15.046579 705600.000000 707900.554206 1020.526159 368.582430 651.943729 26.432875 0.394107 17.744741 311.862930 38.974758 17.873941 623.954751 10.115038 0.000000 0.000000 0.000000 
27 0.55 0.55 0.50 2711.944906 2096.002796 7.145131 608.796978 -14.647796 15.052712 705600.000000 707956.883620 1017.754124 366.133224 651.620900 26.664877 0.202458 17.626706 309.786581 38.719937 17.759606 619.800529 14.060765 0.000000 0.000000 0.000000 
28 0.55 0.55 0.50 2728.985549 2116.370391 8.539340 604.075818 -14.647796 15.079733 705600.000000 708030.372818 1017.357629 365.782779 651.574851 26.609229 0.215969 17.609923 309.490679 38.682177 17.741867 619.208508 14.624476 0.000000 0.000000 0.000000 
29 0.55 0.55 0.48 2768.951042 2156.991616 8.722813 603.236613 -14.647796 15.079140 705600.000000 708073.777089 1017.286958 365.720294 651.566663 26.602223 0.215672 17.606877 309.438083 38.675335 17.738584 619.103276 14.724804 0.000000 0.000000 0.000000 
30 0.55 0.55 0.48 2738.941150 2129.094648 9.977171 599.869330 -14.647796 15.093985 705600.000000 708072.224400 1017.004715 365.470878 651.533837 26.556334 0.223095 17.594841 309.227025 38.649012 17.726542 618.681005 15.126291 0.000000 0.000000 0.000000 
31 0.55 0.55 0.47 2794.999799 2187.241441 10.608537 597.149821 -14.668092 15.092638 705600.000000 708090.646910 1016.776735 365.269414 651.507321 26.534114 0.212273 17.585196 309.056572 38.627646 17.716708 618.339974 15.450639 0.000000 0.000000 0.000000 
32 0.55 0.55 0.47 2798.380066 2190.189534 10.718373 597.472159 -14.668092 15.091867 705600.000000 708119.877942 1016.803939 365.293469 651.510470 26.530340 0.211888 17.586318 309.076772 38.630379 17.718075 618.380389 15.412007 0.000000 0.000000 0.000000 
33 0.55 0.55 0.45 2737.704810 2129.102415 10.612476 597.989919 -14.668092 15.110806 705600.000000 708063.966729 1016.847376 365.331856 651.515520 26.534114 0.221357 17.588138 309.109223 38.634495 17.719995 618.445314 15.350211 0.000000 0.000000 0.000000 
34 0.55 0.55 0.48 2666.981793 2144.265783 1.624696 521.091314 -14.668092 15.750623 705600.000000 708079.380704 1010.413103 359.647652 650.765451 27.002826 0.541265 17.314731 304.297379 38.035543 17.447143 608.810283 24.508025 0.000000 0.000000 0.000000 
35 0.55 0.55 0.48 2636.546226 2112.743478 3.569495 520.233253 -14.668092 15.759148 705600.000000 708117.404836 1010.364454 359.608694 650.755760 26.856401 0.545528 17.312008 304.267876 38.028809 17.443990 608.727821 24.583950 0.000000 0.000000 0.000000 
36 0.55 0.55 0.47 2727.581626 2203.957750 3.401127 520.222749 -14.668092 15.758000 705600.000000 708196.457140 1010.379052 359.624275 650.754776 26.866906 0.544954 17.312133 304.283403 38.028739 17.443926 608.743262 24.567589 0.000000 0.000000 0.000000 
37 0.55 0.55 0.47 2715.446753 2193.910582 4.342369 517.193802 -14.668092 15.776795 705600.000000 708152.096172 1010.102083 359.375523 650.726559 26.811700 0.554351 17.301341 304.069281 38.004901 17.432991 608.338296 24.955272 0.000000 0.000000 0.000000 
38 0.55 0.55 0.46 2713.072300 2193.766258 2.627692 516.678351 -14.668092 15.769445 705600.000000 708170.677180 1010.058551 359.337022 650.721529 26.919956 0.550676 17.299449 304.036977 38.000596 17.430871 608.273664 25.016993 0.000000 0.000000 0.000000 
39 0.55 0.55 0.46 2668.055034 2173.931929 1.359436 492.763669 -14.668092 16.086217 705600.000000 708168.015770 1008.070655 357.583162 650.487493 27.053907 0.709062 17.215099 302.554228 37.813835 17.345491 605.291454 27.850548 0.000000 0.000000 0.000000 
40 0.55 0.55 0.46 2657.894923 2165.098033 2.052403 490.744487 -14.668092 16.070695 705600.000000 708123.989075 1007.917047 357.450117 650.466931 26.981533 0.701301 17.208060 302.443851 37.798205 17.338385 605.054995 28.073550 0.000000 0.000000 0.000000 
41 0.55 0.55 0.46 2645.277020 2151.775508 2.830069 490.671444 -14.671713 16.053940 705600.000000 708231.548047 1007.926144 357.460797 650.465347 26.917910 0.691114 17.207641 302.455452 37.797704 17.338155 605.062581 28.064611 0.000000 0.000000 0.000000 
42 0.55 0.55 0.46 2705.986670 2212.049774 3.396406 490.540489 -14.671713 16.061931 705600.000000 708277.638666 1007.915318 357.451268 650.464051 26.879213 0.695109 17.207629 302.447256 37.796382 17.337388 605.046184 28.080479 0.000000 0.000000 0.000000 
43 0.55 0.55 0.46 2697.692140 2202.075675 3.398692 492.217774 -14.671713 16.065215 705600.000000 708317.250988 1008.063775 357.583819 650.479956 26.879213 0.696751 17.213866 302.560483 37.809471 17.343344 605.264907 27.871705 0.000000 0.000000 0.000000 
44 0.55 0.55 0.47 2643.323195 2189.087512 0.983159 453.252524 -14.996263 16.311997 705600.000000 708365.612299 1004.917814 354.824403 650.093410 27.426757 0.657867 17.079342 300.239622 37.505439 17.204266 600.504303 32.384842 0.000000 0.000000 0.000000 
45 0.55 0.55 0.48 2711.941521 2265.354365 0.321124 446.266032 -15.183198 16.311935 705600.000000 708451.548863 1004.395992 354.374261 650.021732 27.272299 0.564368 17.056813 299.866486 37.450961 17.179260 599.695260 33.147212 0.000000 0.000000 0.000000 
46 0.55 0.55 0.47 2659.537239 2214.624575 0.551972 444.360692 -15.183198 16.323035 705600.000000 708437.127322 1004.282251 354.281716 650.000535 27.154294 0.569918 17.049837 299.795603 37.436276 17.172539 599.506570 33.321425 0.000000 0.000000 0.000000 
47 0.55 0.55 0.47 2679.542915 2241.905736 0.433231 437.203948 -15.183198 16.475334 705600.000000 708466.042027 1003.807936 353.884251 649.923685 27.232738 0.646068 17.027004 299.476527 37.380719 17.147023 598.743192 34.033471 0.000000 0.000000 0.000000 
48 0.56 0.56 0.47 2685.539188 2248.692550 0.443222 436.403416 -15.183198 16.502582 705600.000000 708436.957524 1003.764982 353.850439 649.914543 27.280905 0.659692 17.025155 299.450639 37.374645 17.144284 598.667960 34.102299 0.000000 0.000000 0.000000 
49 0.56 0.56 0.47 2609.555270 2174.561436 0.584249 434.409585 -15.183198 16.561216 705600.000000 708405.437428 1003.675115 353.784395 649.890720 27.334868 0.689009 17.018375 299.406581 37.359439 17.137341 598.501691 34.251688 0.000000 0.000000 0.000000 
50 0.56 0.56 0.48 2704.979634 2272.748783 3.277299 428.953551 -15.183198 16.664395 705600.000000 708392.464361 1003.226874 353.389824 649.837050 26.891491 0.740598 17.000402 299.072721 37.316701 17.117721 597.825914 34.893415 0.000000 0.000000 0.000000 
51 0.56 0.56 0.48 2644.711087 2214.817188 0.954841 428.939059 -15.183198 16.661336 705600.000000 708329.008994 1003.234350 353.397966 649.836385 27.403806 0.739069 17.000475 299.079893 37.317598 17.117688 597.833486 34.885210 0.000000 0.000000 0.000000 
52 0.56 0.56 0.48 2618.142702 2188.090789 0.933225 429.118689 -15.183198 16.661463 705600.000000 708427.192703 1003.279766 353.443309 649.836457 27.399957 0.739132 17.001571 299.123535 37.318204 17.118426 597.888518 34.829512 0.000000 0.000000 0.000000 
53 0.56 0.56 0.48 2603.436969 2174.500717 0.785827 428.150425 -15.183198 16.664844 705600.000000 708458.175022 1003.176739 353.348502 649.828237 27.369729 0.740823 16.998479 299.038567 37.311456 17.114871 597.742992 34.970374 0.000000 0.000000 0.000000 
54 0.56 0.56 0.49 2633.017395 2212.463022 1.741700 418.812674 -15.183198 16.931005 705600.000000 708526.663520 1002.853979 353.142777 649.711202 27.039737 0.873903 16.971615 298.930754 37.240408 17.082280 597.066377 35.562545 0.000000 0.000000 0.000000 
55 0.56 0.56 0.49 2625.756654 2206.346262 1.756958 417.653434 -15.183198 16.948379 705600.000000 708522.949969 1002.741824 353.041057 649.700767 27.039737 0.882590 16.967853 298.841919 37.231285 17.078111 596.904265 35.718391 0.000000 0.000000 0.000000 
56 0.56 0.56 0.48 2590.437234 2181.794495 0.639410 408.003330 -15.437648 16.967339 705600.000000 708501.989902 1002.370323 352.788276 649.582047 27.313033 0.764846 16.941272 298.690292 37.156712 17.044347 596.162390 36.375309 0.000000 0.000000 0.000000 
57 0.56 0.56 0.48 2700.484761 2290.918400 0.638701 408.927660 -15.437648 16.966412 705600.000000 708553.495381 1002.395572 352.801611 649.593961 27.313033 0.764382 16.944394 298.691565 37.165653 17.047561 596.221690 36.324710 0.000000 0.000000 0.000000 
58 0.56 0.56 0.49 2668.954011 2267.800696 2.742078 398.411237 -15.671143 16.981578 705600.000000 708616.544171 1002.183127 352.729551 649.453577 27.600926 0.655218 16.914838 298.728350 37.086363 17.011206 595.623453 36.818918 0.000000 0.000000 0.000000 
59 0.56 0.56 0.50 2602.613752 2207.372783 4.687935 390.553033 -15.671143 17.185142 705600.000000 708585.871091 1002.135424 352.793206 649.342219 27.714460 0.757000 16.893806 298.866945 37.032455 16.984258 595.296579 37.061381 0.000000 0.000000 0.000000 
60 0.56 0.56 0.50 2673.092923 2281.933234 1.625241 389.534448 -15.671143 17.173271 705600.000000 708679.338807 1002.305620 352.987949 649.317671 27.491211 0.751064 16.890307 299.070075 37.027567 16.981113 595.447261 36.889298 0.000000 0.000000 0.000000 
61 0.56 0.56 0.48 2780.964047 2390.865300 0.577753 389.520994 -15.671143 17.185243 705600.000000 708794.269311 1002.478078 353.170281 649.307797 27.276082 0.757050 16.890525 299.255373 37.024383 16.981427 595.634177 36.692193 0.000000 0.000000 0.000000 
62 0.56 0.56 0.50 2787.624877 2407.640498 1.797440 378.186938 -15.904743 17.162432 705600.000000 708852.909140 1002.501832 353.359893 649.141939 27.525633 0.628845 16.858550 299.556397 36.944946 16.942785 595.265115 36.934039 0.000000 0.000000 0.000000 
63 0.56 0.56 0.51 2678.779996 2315.111461 3.670195 359.998340 -16.264463 17.166507 705600.000000 708761.874313 1002.644299 353.774487 648.869813 27.677209 0.451022 16.807726 300.147912 36.818848 16.880949 594.786115 37.202749 0.000000 0.000000 0.000000 
64 0.56 0.56 0.52 2709.152728 2345.973558 4.629704 358.549466 -16.319841 17.166825 705600.000000 708759.291632 1002.667877 353.820791 648.847086 27.732588 0.423492 16.805489 300.194530 36.820772 16.876063 594.760033 37.210991 0.000000 0.000000 0.000000 
65 0.56 0.56 0.52 2646.770728 2285.028584 4.629861 357.112283 -16.319841 17.167196 705600.000000 708687.624749 1002.699243 353.874752 648.824491 27.732588 0.423678 16.800191 300.266287 36.808275 16.871217 594.745289 37.207985 0.000000 0.000000 0.000000 
66 0.56 0.56 0.51 2594.487910 2239.943715 3.526508 351.017686 -16.406251 17.183334 705600.000000 708701.227229 1002.811942 354.082356 648.729586 27.671695 0.388541 16.783496 300.531583 36.767277 16.850636 594.655252 37.223698 0.000000 0.000000 0.000000 
67 0.56 0.56 0.53 2652.262056 2321.092210 0.645274 330.524573 -16.776106 17.195679 705600.000000 708759.898003 1003.278955 354.874219 648.404735 27.434257 0.209786 16.727323 301.496190 36.650706 16.781616 594.449644 37.173475 0.000000 0.000000 0.000000 
68 0.56 0.56 0.53 2556.065564 2231.457438 1.103614 323.504512 -16.833749 17.213848 705600.000000 708724.706541 1003.444715 355.151467 648.293248 27.491899 0.190050 16.705493 301.840967 36.605006 16.757990 594.387892 37.147365 0.000000 0.000000 0.000000 
69 0.56 0.56 0.53 2532.713667 2229.643703 0.095226 302.974738 -17.050495 17.232786 705600.000000 708760.046781 1003.948135 355.982495 647.965640 27.194946 0.091146 16.651754 302.835595 36.495145 16.688958 594.218345 37.058337 0.000000 0.000000 0.000000 
70 0.56 0.56 0.53 2558.755351 2258.327170 0.096437 300.331744 -17.050495 17.245630 705600.000000 708826.334758 1004.055976 356.134226 647.921751 27.194946 0.097567 16.642440 303.034258 36.457528 16.680134 594.244613 36.997004 0.000000 0.000000 0.000000 
71 0.56 0.56 0.52 2519.780788 2218.541191 0.097226 301.142371 -17.050495 17.253550 705600.000000 708797.655496 1004.062997 356.129857 647.933140 27.194946 0.101528 16.645911 303.020350 36.463596 16.682917 594.279285 36.970939 0.000000 0.000000 0.000000 
72 0.56 0.56 0.52 2612.941451 2313.920381 0.098465 298.922604 -17.050495 17.265413 705600.000000 708909.724217 1004.121146 356.224038 647.897109 27.194946 0.107459 16.638390 303.123762 36.461885 16.675476 594.267345 36.954287 0.000000 0.000000 0.000000 
73 0.56 0.56 0.53 2588.015461 2308.633660 0.018594 279.363206 -17.310351 17.268063 705600.000000 708916.557454 1004.582340 356.997203 647.585138 27.290992 -0.021144 16.579363 304.041299 36.376541 16.609703 594.094989 36.880446 0.000000 0.000000 0.000000 
74 0.56 0.56 0.54 2555.758538 2286.011367 0.421232 269.325939 -17.310351 17.372437 705600.000000 708933.623639 1004.819020 357.394296 647.424724 27.405830 0.031043 16.548596 304.504020 36.341681 16.575962 594.007538 36.841223 0.000000 0.000000 0.000000 
75 0.56 0.56 0.53 2585.110931 2316.645541 0.701355 267.764035 -17.310351 17.385330 705600.000000 709039.738028 1004.904312 357.506853 647.397459 27.447946 0.037490 16.543313 304.640858 36.322682 16.570797 594.046488 36.780174 0.000000 0.000000 0.000000 
76 0.56 0.56 0.53 2566.843016 2297.959887 0.701446 268.181683 -17.310351 17.387704 705600.000000 709041.884781 1004.920694 357.518572 647.402122 27.447946 0.038677 16.544625 304.634496 36.339450 16.572277 594.079495 36.750351 0.000000 0.000000 0.000000 
77 0.56 0.56 0.52 2515.280126 2248.886691 0.702254 265.691181 -17.310351 17.406354 705600.000000 709047.166642 1004.958621 357.594806 647.363815 27.447946 0.048002 16.536418 304.737311 36.321077 16.563848 594.035215 36.764752 0.000000 0.000000 0.000000 
78 0.56 0.56 0.53 2479.749805 2240.044812 0.340211 239.364781 -17.310351 17.713053 705600.000000 709013.828970 1005.605354 358.663346 646.942008 27.383276 0.201351 16.455239 305.990871 36.217236 16.475390 593.833934 36.632684 0.000000 0.000000 0.000000 
79 0.56 0.56 0.53 2456.311369 2216.895318 0.341207 239.074843 -17.310351 17.717971 705600.000000 708987.235078 1005.620777 358.683633 646.937143 27.383276 0.203810 16.453951 306.021325 36.208358 16.474424 593.840749 36.621971 0.000000 0.000000 0.000000 
80 0.56 0.56 0.53 2529.283097 2299.598739 0.875971 228.808387 -17.393723 17.734703 705600.000000 709078.792317 1005.890689 359.119832 646.770858 27.466649 0.170490 16.420538 306.509881 36.189413 16.439996 593.784553 36.546309 0.000000 0.000000 0.000000 
81 0.56 0.56 0.53 2610.551644 2378.701124 1.132353 230.718166 -17.393723 17.721100 705600.000000 709142.796309 1005.831377 359.029904 646.801473 27.495982 0.163688 16.426289 306.386668 36.216946 16.446414 593.786886 36.568174 0.000000 0.000000 0.000000 
82 0.56 0.56 0.53 2538.588776 2307.688994 1.133007 229.766776 -17.393723 17.725067 705600.000000 709188.033104 1005.883969 359.099926 646.784043 27.495982 0.165672 16.423221 306.448168 36.228536 16.443299 593.812411 36.528332 0.000000 0.000000 0.000000 
83 0.56 0.56 0.53 2598.860093 2366.637505 1.135415 231.087173 -17.393723 17.739300 705600.000000 709171.964802 1005.863715 359.059046 646.804669 27.495982 0.172788 16.427914 306.401588 36.229544 16.447756 593.834896 36.522018 0.000000 0.000000 0.000000 
84 0.56 0.56 0.53 2500.177514 2263.750335 3.127736 233.299443 -17.393723 17.731204 705600.000000 709110.686356 1005.775686 358.934015 646.841671 27.654523 0.168740 16.435565 306.248928 36.249523 16.455161 593.814836 36.571673 0.000000 0.000000 0.000000 
85 0.56 0.56 0.53 2469.000009 2232.389248 5.990679 230.620082 -17.393723 17.735632 705600.000000 709155.125111 1005.838448 359.039962 646.798486 27.806830 0.170954 16.425826 306.363903 36.250234 16.446169 593.793180 36.559137 0.000000 0.000000 0.000000 
86 0.56 0.56 0.53 2508.466334 2277.000269 0.380113 231.085952 -17.393723 17.727031 705600.000000 709120.867991 1005.842108 359.036299 646.805809 27.393599 0.166654 16.427712 306.377211 36.231376 16.447708 593.811630 36.546471 0.000000 0.000000 0.000000 
87 0.56 0.56 0.54 2429.534095 2208.432850 1.730416 219.370830 -17.544634 17.744028 705600.000000 709070.139590 1006.156480 359.541119 646.615361 27.554168 0.099697 16.391364 306.928480 36.221276 16.408479 593.753174 36.453708 0.000000 0.000000 0.000000 
88 0.56 0.56 0.54 2440.099768 2217.139276 1.730964 221.229528 -17.544634 17.749457 705600.000000 709047.205933 1006.106092 359.461192 646.644900 27.554168 0.102412 16.398287 306.818320 36.244586 16.414734 593.761858 36.468308 0.000000 0.000000 0.000000 
89 0.56 0.56 0.54 2413.086663 2195.745097 0.371828 216.969738 -17.544634 17.752952 705600.000000 709019.897414 1006.234222 359.658455 646.575767 27.126523 0.104159 16.383975 307.061056 36.213423 16.400423 593.755350 36.419993 0.000000 0.000000 0.000000 
90 0.56 0.56 0.54 2434.273748 2218.892113 3.443640 211.937995 -17.609870 17.764976 705600.000000 709043.981145 1006.357841 359.863728 646.494113 27.675455 0.077553 16.368634 307.271010 36.224085 16.383587 593.718335 36.392192 0.000000 0.000000 0.000000 
91 0.56 0.56 0.54 2492.291827 2277.727777 3.444647 211.119403 -17.609870 17.777453 705600.000000 709092.815674 1006.386983 359.906364 646.480619 27.675455 0.083791 16.365281 307.324899 36.216184 16.380850 593.722527 36.377243 0.000000 0.000000 0.000000 
92 0.56 0.56 0.54 2499.779722 2289.522011 0.364429 209.893282 -17.609870 17.806626 705600.000000 709089.737711 1006.433260 359.973417 646.459843 27.394052 0.098378 16.361948 307.393563 36.217907 16.376743 593.730671 36.352429 0.000000 0.000000 0.000000 
93 0.56 0.56 0.54 2442.739312 2241.218123 1.204900 200.316289 -17.721967 17.803436 705600.000000 709084.354988 1006.646323 360.340654 646.305669 27.506149 0.040735 16.331652 307.771185 36.237817 16.344624 593.637174 36.323871 0.000000 0.000000 0.000000 
94 0.56 0.56 0.53 2470.409996 2269.956129 1.205092 199.248774 -17.721967 17.808034 705600.000000 709186.442776 1006.680622 360.392995 646.287627 27.506149 0.043034 16.328179 307.817328 36.247488 16.341073 593.638752 36.307802 0.000000 0.000000 0.000000 
95 0.56 0.56 0.52 2468.484598 2269.435876 0.271554 198.777168 -17.721967 17.802635 705600.000000 709195.155048 1006.701117 360.421187 646.279930 27.377043 0.040334 16.326143 307.860704 36.234340 16.339463 593.644879 36.295587 0.000000 0.000000 0.000000 
96 0.56 0.56 0.53 2512.559496 2311.890294 0.001646 200.667556 -17.732553 17.809476 705600.000000 709199.151702 1006.657947 360.348040 646.309907 27.257980 0.038461 16.332905 307.768856 36.246278 16.345827 593.662159 36.301922 0.000000 0.000000 0.000000 
