
MC properties:
   MC Sweeps:       70000
   Mesh disp:       1.500000
   Bias type:       Minimum
   Bias strength:   20.000000
   Bias location:   17.043478
   InitialHeight:   17.043478
   RandSeed:        2
   Boundary Cond:   Frame

Mesh Properties:
   Bending Modulus: 20.000000
   Lx:              840.000000
   Ly:              840.000000
   Node nums in x:  70
   Node nums in y:  70

Particle Properties:
   Ptype num:       3
   Lengths:         3.5 17.5 20.0 7.5 17.5 30.0
   Binding str:     10.5 0.0 4.75
   Binding ranges:  4.0 0.0 4.0
   Densities:       200.0 4000.0 500.0 200.0 7520.0 480.0
   PDiam:           4.000000

Output Options:
   Tag:             Z_17.043478260869566
   OutputDir:       ../Simulation_Results/
   Framenums:       0
   Datanums:        50000
   Histbnums:       0

Restart Info:
   Inputfilename:   None
   Equil option:    No

Error Check:        Naw

#Sweep(1) TAcc(2) NAcc(3) SHAcc(4) TotE(5) MeshE(6) BiasE(7) Veff(8) ZBot(9) ZTop(10) TotAreaBot(11) TotAreaTop(12) TotPop(13) TotPopBot(14) TotPopTop(15) ThetaValTop(16) ThetaValBot(17) NBot1(18) NBot2(19) NBot3(20) NTop1(21) NTop2(22) NTop3(23) Bonds1(24) Bonds2(25) Bonds3(26) 
43 0.55 0.55 0.46 2926.826351 2140.847020 1.242448 784.736882 -9.563017 11.792317 705600.000000 708233.488684 1029.844881 371.728402 658.116479 17.043960 1.114650 17.352090 319.679494 34.696818 17.095779 641.020700 0.000000 0.000000 0.000000 0.000000 
44 0.55 0.55 0.47 2907.475955 2141.200951 7.150282 759.124722 -9.887568 12.026410 705600.000000 708292.756102 1028.401958 373.122338 655.279620 17.591503 1.069421 17.567219 318.162928 37.392191 17.005172 638.274449 0.000000 0.000000 0.000000 0.000000 
45 0.55 0.55 0.48 2970.302898 2208.311233 4.986816 757.004848 -10.074503 12.021621 705600.000000 708387.785060 1027.995009 373.280533 654.714476 17.492867 0.973559 17.645398 317.842563 37.792572 17.010269 637.704207 0.000000 0.000000 0.000000 0.000000 
46 0.55 0.55 0.47 2975.568959 2216.400105 2.480758 756.688096 -10.074503 12.027145 705600.000000 708399.483738 1027.952943 373.299199 654.653745 17.319844 0.976321 17.623719 317.825103 37.850376 17.013160 637.640585 0.000000 0.000000 0.000000 0.000000 
47 0.55 0.55 0.47 2992.603361 2233.491203 4.848412 754.263746 -10.074503 12.174894 705600.000000 708457.783625 1027.836646 373.432796 654.403850 17.476231 1.050196 17.688561 317.672010 38.072226 17.012405 637.391445 0.000000 0.000000 0.000000 0.000000 
48 0.55 0.55 0.47 2983.102222 2227.354626 1.537611 754.209986 -10.074503 12.193845 705600.000000 708436.357820 1027.839047 373.435526 654.403521 17.187476 1.059671 17.693302 317.670433 38.071791 17.014120 637.389401 0.000000 0.000000 0.000000 0.000000 
49 0.55 0.55 0.47 2926.899145 2173.705544 1.857870 751.335731 -10.074503 12.258915 705600.000000 708383.655356 1027.759030 373.591306 654.167723 17.225818 1.092206 17.834580 317.483976 38.272751 17.007311 637.160412 0.000000 0.000000 0.000000 0.000000 
50 0.55 0.55 0.48 2996.939307 2245.347097 2.759127 748.833083 -10.074503 12.348970 705600.000000 708359.243116 1027.606082 373.730726 653.875356 17.314202 1.137233 17.871395 317.322246 38.537085 17.003397 636.871959 0.000000 0.000000 0.000000 0.000000 
51 0.55 0.55 0.48 2983.954286 2233.083922 1.303006 749.567358 -10.074503 12.352644 705600.000000 708375.508114 1027.653487 373.689690 653.963797 17.060098 1.139071 17.859075 317.373826 38.456789 17.008625 636.955172 0.000000 0.000000 0.000000 0.000000 
52 0.55 0.55 0.48 2889.655251 2138.866140 1.293415 749.495695 -10.074503 12.344208 705600.000000 708329.431317 1027.648678 373.693711 653.954968 17.060098 1.134853 17.861975 317.366903 38.464833 17.006231 636.948737 0.000000 0.000000 0.000000 0.000000 
53 0.55 0.55 0.48 2907.848674 2158.019627 1.295913 748.533134 -10.074503 12.346408 705600.000000 708376.905605 1027.579339 373.747808 653.831530 17.060098 1.135953 17.864555 317.305446 38.577807 17.005678 636.825853 0.000000 0.000000 0.000000 0.000000 
54 0.55 0.55 0.49 2943.494616 2194.534011 1.626856 747.333749 -10.074503 12.603837 705600.000000 708441.599928 1027.251528 373.853606 653.397922 17.080541 1.264667 17.931895 317.065369 38.856343 17.032665 636.365257 0.000000 0.000000 0.000000 0.000000 
55 0.55 0.55 0.49 2944.370917 2194.745574 4.304322 745.321021 -10.074503 12.624558 705600.000000 708508.187366 1027.409876 373.925455 653.484421 17.409445 1.275028 17.918638 317.118581 38.888236 17.020976 636.463445 0.000000 0.000000 0.000000 0.000000 
56 0.55 0.55 0.52 2921.186776 2171.654457 6.765683 742.766636 -10.153510 12.647214 705600.000000 708500.063378 1027.552308 374.026679 653.525630 17.553921 1.246852 17.925941 317.141961 38.958777 17.013228 636.512402 0.000000 0.000000 0.000000 0.000000 
57 0.55 0.55 0.52 2989.137833 2242.139409 1.714104 745.284320 -10.153510 12.658341 705600.000000 708594.794044 1027.435548 373.926177 653.509372 17.128789 1.252415 17.933259 317.130907 38.862011 17.035070 636.474302 0.000000 0.000000 0.000000 0.000000 
58 0.55 0.55 0.52 3042.236638 2296.142636 3.339848 742.754154 -10.387005 12.673571 705600.000000 708681.462402 1027.307798 374.065813 653.241985 17.362285 1.143283 17.972605 316.992805 39.100404 17.056180 636.185804 0.000000 0.000000 0.000000 0.000000 
59 0.55 0.55 0.53 3039.338571 2293.234157 7.004071 739.100342 -10.387005 12.881725 705600.000000 708703.680484 1027.394968 374.227676 653.167292 17.565406 1.247360 17.990495 316.962902 39.274279 17.064372 636.102920 0.000000 0.000000 0.000000 0.000000 
60 0.55 0.55 0.53 3084.523644 2338.367574 7.002467 739.153603 -10.387005 12.880438 705600.000000 708761.227181 1027.400563 374.224568 653.175995 17.565406 1.246717 17.983036 316.975296 39.266237 17.073504 636.102491 0.000000 0.000000 0.000000 0.000000 
61 0.55 0.55 0.53 3106.350411 2358.449277 2.888264 745.012871 -10.078137 12.892656 705600.000000 708776.732123 1027.463618 373.939154 653.524465 17.256537 1.407260 17.951975 317.144547 38.842631 17.065095 636.459370 0.000000 0.000000 0.000000 0.000000 
62 0.55 0.55 0.55 3131.937655 2384.395807 4.903251 742.638596 -10.311737 12.864403 705600.000000 708841.119476 1027.336870 374.070465 653.266405 17.448091 1.276333 17.973014 317.023818 39.073633 17.093851 636.172553 0.000000 0.000000 0.000000 0.000000 
63 0.55 0.55 0.54 3036.681798 2294.002327 1.531007 741.148464 -10.434422 12.858338 705600.000000 708790.048703 1027.250986 374.153223 653.097762 17.099230 1.211958 17.994859 316.932966 39.225399 17.096841 636.000921 0.000000 0.000000 0.000000 0.000000 
64 0.55 0.55 0.55 3048.013143 2305.964052 1.652278 740.396813 -10.489800 12.860691 705600.000000 708819.102215 1027.212323 374.194734 653.017589 17.154608 1.185445 18.004849 316.892537 39.297348 17.104093 635.913495 0.000000 0.000000 0.000000 0.000000 
65 0.55 0.55 0.55 2989.406864 2247.386392 1.661911 740.358561 -10.489800 12.868803 705600.000000 708753.921793 1027.222052 374.196302 653.025750 17.154608 1.189501 18.013668 316.894248 39.288385 17.107979 635.917771 0.000000 0.000000 0.000000 0.000000 
66 0.55 0.55 0.56 3012.252319 2270.492391 1.423080 740.336848 -10.576210 12.788060 705600.000000 708814.692482 1027.206944 374.198131 653.008812 17.143481 1.105925 17.998362 316.894223 39.305547 17.109640 635.899172 0.000000 0.000000 0.000000 0.000000 
67 0.55 0.55 0.55 3066.925367 2326.108443 1.493717 739.323207 -10.756659 12.796218 705600.000000 708835.025832 1027.179922 374.252909 652.927013 17.194105 1.019780 18.021307 316.856343 39.375260 17.135352 635.791660 0.000000 0.000000 0.000000 0.000000 
68 0.55 0.55 0.56 2987.368012 2246.521501 1.864243 738.982267 -10.814301 12.811024 705600.000000 708764.454364 1027.179058 374.270941 652.908117 17.251747 0.998361 18.032216 316.848974 39.389751 17.149128 635.758989 0.000000 0.000000 0.000000 0.000000 
69 0.55 0.55 0.57 3033.420280 2293.182772 0.625857 739.611651 -11.031047 12.598335 705600.000000 708783.278261 1027.223169 374.235631 652.987538 17.067727 0.783644 18.031205 316.887196 39.317229 17.147571 635.839968 0.000000 0.000000 0.000000 0.000000 
70 0.55 0.55 0.56 2951.375144 2210.671384 0.630741 740.073019 -11.031047 12.604554 705600.000000 708830.776867 1027.266742 374.209214 653.057528 17.067727 0.786753 18.035883 316.921298 39.252032 17.152375 635.905153 0.000000 0.000000 0.000000 0.000000 
71 0.55 0.55 0.56 2956.704554 2214.017378 0.625760 742.061416 -11.031047 12.598211 705600.000000 708820.907420 1027.109460 374.138588 652.970872 17.067727 0.783582 18.047703 316.870794 39.220091 17.168405 635.802467 0.000000 0.000000 0.000000 0.000000 
72 0.55 0.55 0.56 2992.604924 2250.444451 1.939413 740.221060 -11.031047 12.593278 705600.000000 708886.736819 1027.276144 374.200931 653.075213 17.301284 0.781116 18.028753 316.936164 39.236013 17.157922 635.917291 0.000000 0.000000 0.000000 0.000000 
73 0.55 0.55 0.57 2993.839217 2251.953941 4.702922 737.182354 -11.290903 12.595146 705600.000000 708829.068352 1027.431950 374.326979 653.104971 17.505953 0.652121 18.032944 316.982054 39.311981 17.203141 635.901830 0.000000 0.000000 0.000000 0.000000 
74 0.55 0.55 0.56 2977.339513 2234.033625 6.182667 737.123222 -11.290903 12.593632 705600.000000 708763.855140 1027.418594 374.330758 653.087836 17.580060 0.651364 18.035013 316.966996 39.328748 17.191991 635.895845 0.000000 0.000000 0.000000 0.000000 
75 0.55 0.55 0.55 3035.865690 2296.458875 0.658791 738.748024 -11.290903 12.602222 705600.000000 708815.477727 1027.229393 374.280823 652.948571 17.150460 0.655660 18.040678 316.894715 39.345430 17.209154 635.739417 0.000000 0.000000 0.000000 0.000000 
76 0.55 0.55 0.55 2965.668198 2225.849950 0.655571 739.162676 -11.290903 12.597303 705600.000000 708836.535727 1027.267028 374.257150 653.009878 17.150460 0.653200 18.043408 316.925174 39.288567 17.213403 635.796475 0.000000 0.000000 0.000000 0.000000 
77 0.55 0.55 0.55 2948.145731 2208.561699 0.659882 738.924150 -11.290903 12.603887 705600.000000 708887.921623 1027.245586 374.270753 652.974833 17.150460 0.656492 18.040816 316.908686 39.321251 17.212191 635.762642 0.000000 0.000000 0.000000 0.000000 
78 0.55 0.55 0.54 2990.816587 2250.982460 0.655284 739.178844 -11.290903 12.596863 705600.000000 708902.031505 1027.266028 374.247883 653.018145 17.150460 0.652980 18.045251 316.922452 39.280179 17.209507 635.800917 0.007721 0.000000 0.000000 0.000000 
79 0.55 0.55 0.54 2960.567515 2220.682241 0.654491 739.230783 -11.290903 12.595648 705600.000000 708897.233185 1027.272003 374.253315 653.018688 17.150460 0.652373 18.042291 316.930440 39.280584 17.214448 635.804241 0.000000 0.000000 0.000000 0.000000 
80 0.55 0.55 0.55 3017.763063 2278.590955 0.912091 738.260017 -11.374276 12.586925 705600.000000 708938.570005 1027.219016 374.307047 652.911970 17.208472 0.606324 18.047045 316.883488 39.376514 17.228880 635.683090 0.000000 0.000000 0.000000 0.000000 
81 0.55 0.55 0.55 3087.914028 2349.409904 0.392662 738.111461 -11.374276 12.572866 705600.000000 708973.694510 1027.209591 374.315328 652.894263 17.002547 0.599295 18.046090 316.876678 39.392560 17.231440 635.662823 0.000000 0.000000 0.000000 0.000000 
82 0.55 0.55 0.55 3016.517307 2277.247241 0.393080 738.876986 -11.374276 12.573562 705600.000000 708995.470667 1027.263676 374.272363 652.991312 17.002547 0.599643 18.045989 316.922334 39.304040 17.228853 635.762459 0.000000 0.000000 0.000000 0.000000 
83 0.55 0.55 0.55 3060.905513 2321.783810 0.392674 738.729029 -11.374276 12.572886 705600.000000 709016.607369 1027.238202 374.281376 652.956826 17.002547 0.599305 18.037444 316.906713 39.337219 17.222728 635.734098 0.000000 0.000000 0.000000 0.000000 
84 0.55 0.55 0.55 3003.079626 2264.113671 0.381703 738.584252 -11.374276 12.563925 705600.000000 709006.824968 1027.228601 374.289461 652.939140 17.006137 0.594824 18.035155 316.900624 39.353681 17.226161 635.712978 0.000000 0.000000 0.000000 0.000000 
85 0.55 0.55 0.55 2973.424704 2232.419176 0.379568 740.625960 -11.374276 12.560331 705600.000000 709039.407322 1027.084982 374.215380 652.869601 17.006137 0.593027 18.053417 316.857424 39.304539 17.245570 635.624032 0.000000 0.000000 0.000000 0.000000 
86 0.55 0.55 0.55 3046.649475 2307.495225 0.374023 738.780227 -11.374276 12.550943 705600.000000 709037.287634 1027.243935 374.278401 652.965534 17.006137 0.588334 18.038061 316.911598 39.328742 17.224071 635.741463 0.000000 0.000000 0.000000 0.000000 
87 0.55 0.55 0.56 3000.223933 2261.919618 0.573213 737.731103 -11.525186 12.563470 705600.000000 708986.919871 1027.218104 374.326464 652.891640 17.166707 0.519142 18.047390 316.888827 39.390247 17.267449 635.616470 0.007721 0.000000 0.000000 0.000000 
88 0.55 0.55 0.56 3027.494698 2288.996137 0.768081 737.730480 -11.525186 12.553217 705600.000000 709011.588861 1027.210431 374.335342 652.875089 16.884754 0.514015 18.046074 316.881944 39.407324 17.260877 635.614212 0.000000 0.000000 0.000000 0.000000 
89 0.55 0.55 0.56 2952.825613 2214.526309 0.773739 737.525566 -11.525186 12.564165 705600.000000 708937.740947 1027.203526 374.346487 652.857039 16.884754 0.519489 18.050749 316.872913 39.422825 17.264579 635.592460 0.000000 0.000000 0.000000 0.000000 
90 0.55 0.55 0.56 2995.044265 2255.452776 0.420803 739.170686 -11.590423 12.582396 705600.000000 708975.346131 1027.037457 374.294382 652.743075 16.949990 0.495987 18.067204 316.812605 39.414573 17.292823 635.450252 0.000000 0.000000 0.000000 0.000000 
91 0.55 0.55 0.57 2991.027744 2250.869442 0.656021 739.502281 -11.502178 12.584777 705600.000000 709032.808884 1027.038784 374.276853 652.761932 17.178203 0.541300 18.065241 316.811517 39.400094 17.271263 635.490669 0.000000 0.000000 0.000000 0.000000 
92 0.55 0.55 0.57 3001.949698 2263.736997 0.673110 737.539591 -11.502178 12.615900 705600.000000 709045.903392 1027.202913 374.345782 652.857130 17.178203 0.556861 18.052148 316.869776 39.423858 17.261507 635.595623 0.000000 0.000000 0.000000 0.000000 
93 0.55 0.55 0.56 2993.250320 2254.623224 0.762536 737.864559 -11.520524 12.604812 705600.000000 709022.038534 1027.228507 374.327411 652.901096 17.196550 0.542144 18.050997 316.893431 39.382983 17.264184 635.636912 0.000000 0.000000 0.000000 0.000000 
94 0.55 0.55 0.56 3000.176588 2261.309767 0.580087 738.286734 -11.482276 12.607268 705600.000000 709066.422161 1027.249813 374.304135 652.945678 17.158301 0.562496 18.050653 316.910293 39.343189 17.254425 635.691253 0.000000 0.000000 0.000000 0.000000 
95 0.55 0.55 0.56 2987.605638 2247.187641 0.284142 740.133855 -11.482276 12.547631 705600.000000 709123.092865 1027.074471 374.233343 652.841128 17.047930 0.532678 18.056613 316.849539 39.327191 17.268814 635.564593 0.007721 0.000000 0.000000 0.000000 
96 0.55 0.55 0.57 3039.014981 2300.097292 0.624203 738.293486 -11.492861 12.546311 705600.000000 709101.104568 1027.233478 374.304546 652.928931 17.175153 0.526725 18.040391 316.903784 39.360372 17.247661 635.681270 0.000000 0.000000 0.000000 0.000000 
