
MC properties:
   MC Sweeps:       70000
   Mesh disp:       1.500000
   Bias type:       Minimum
   Bias strength:   20.000000
   Bias location:   23.173913
   InitialHeight:   23.173913
   RandSeed:        2
   Boundary Cond:   Frame

Mesh Properties:
   Bending Modulus: 20.000000
   Lx:              840.000000
   Ly:              840.000000
   Node nums in x:  70
   Node nums in y:  70

Particle Properties:
   Ptype num:       3
   Lengths:         3.5 17.5 20.0 7.5 17.5 30.0
   Binding str:     10.5 0.0 4.75
   Binding ranges:  4.0 0.0 4.0
   Densities:       200.0 4000.0 500.0 200.0 7520.0 480.0
   PDiam:           4.000000

Output Options:
   Tag:             Z_23.17391304347826
   OutputDir:       ../Simulation_Results/
   Framenums:       0
   Datanums:        50000
   Histbnums:       0

Restart Info:
   Inputfilename:   None
   Equil option:    No

Error Check:        Naw

#Sweep(1) TAcc(2) NAcc(3) SHAcc(4) TotE(5) MeshE(6) BiasE(7) Veff(8) ZBot(9) ZTop(10) TotAreaBot(11) TotAreaTop(12) TotPop(13) TotPopBot(14) TotPopTop(15) ThetaValTop(16) ThetaValBot(17) NBot1(18) NBot2(19) NBot3(20) NTop1(21) NTop2(22) NTop3(23) Bonds1(24) Bonds2(25) Bonds3(26) 
10 0.55 0.55 0.47 2723.755575 1973.999723 16.172962 733.582891 -12.214886 12.537602 705600.000000 707427.479440 1027.335434 374.521370 652.814064 22.275389 0.161358 18.072430 316.891258 39.557681 17.335903 635.478161 0.000000 0.000000 0.000000 0.000000 
11 0.55 0.55 0.47 2789.349449 2037.541687 18.296086 733.511676 -12.214886 12.545288 705600.000000 707477.668295 1027.338576 374.524963 652.813613 22.218173 0.165201 18.072167 316.895689 39.557106 17.344686 635.468927 0.000000 0.000000 0.000000 0.000000 
12 0.55 0.55 0.47 2837.267265 2085.347423 18.419880 733.499963 -12.214886 12.540497 705600.000000 707533.655422 1027.339093 374.525554 652.813539 22.214919 0.162805 18.072124 316.896358 39.557071 17.346131 635.467409 0.000000 0.000000 0.000000 0.000000 
13 0.55 0.55 0.44 2816.339965 2061.351030 21.452896 733.536039 -12.214886 12.521678 705600.000000 707634.162925 1027.337501 374.523733 652.813768 22.138796 0.153396 18.072257 316.894173 39.557303 17.341681 635.472086 0.000000 0.000000 0.000000 0.000000 
14 0.55 0.55 0.44 2821.887854 2066.984121 21.456009 733.447723 -12.214886 12.541339 705600.000000 707663.677226 1027.341398 374.528189 652.813209 22.138796 0.163226 18.071932 316.899638 39.556620 17.352573 635.460635 0.000000 0.000000 0.000000 0.000000 
15 0.55 0.55 0.44 2853.567164 2098.560619 21.609656 733.396889 -12.214886 12.553215 705600.000000 707652.337816 1027.343641 374.530754 652.812887 22.135139 0.169164 18.071744 316.902771 39.556239 17.358843 635.454044 0.000000 0.000000 0.000000 0.000000 
16 0.55 0.55 0.41 2882.213007 2126.593389 22.132305 733.487314 -12.214886 12.554528 705600.000000 707770.137081 1027.339650 374.526191 652.813459 22.122641 0.169821 18.072078 316.896729 39.557385 17.347690 635.465769 0.000000 0.000000 0.000000 0.000000 
17 0.55 0.55 0.41 2885.205055 2129.502977 22.304017 733.398061 -12.214886 12.568906 705600.000000 707737.308607 1027.343588 374.530694 652.812894 22.118624 0.177010 18.071749 316.902133 39.556813 17.358697 635.454197 0.000000 0.000000 0.000000 0.000000 
18 0.55 0.55 0.44 2918.327300 2164.134333 21.302074 732.890893 -12.214886 12.739994 705600.000000 707827.589413 1027.365966 374.556282 652.809685 22.143546 0.262554 18.069878 316.932585 39.553818 17.421245 635.388439 0.000000 0.000000 0.000000 0.000000 
19 0.55 0.55 0.44 2864.022474 2109.900153 21.147565 732.974757 -12.214886 12.731045 705600.000000 707778.945871 1027.362266 374.552051 652.810215 22.147245 0.258079 18.070188 316.927546 39.554317 17.410903 635.399313 0.000000 0.000000 0.000000 0.000000 
20 0.55 0.55 0.44 2807.739391 2052.978888 21.843139 732.917364 -12.214886 12.740322 705600.000000 707802.584053 1027.364798 374.554946 652.809852 22.130502 0.262718 18.069976 316.930730 39.554240 17.417980 635.391872 0.000000 0.000000 0.000000 0.000000 
21 0.55 0.55 0.47 2802.976752 2053.283841 17.147549 732.545362 -12.214886 12.859622 705600.000000 707864.310241 1027.381211 374.573714 652.807498 22.250776 0.322368 18.068604 316.952803 39.552306 17.463858 635.343640 0.000000 0.000000 0.000000 0.000000 
22 0.55 0.55 0.47 2833.854881 2084.292166 17.019696 732.543020 -12.214886 12.871442 705600.000000 707931.335935 1027.381314 374.573831 652.807483 22.254350 0.328278 18.068596 316.952651 39.552584 17.464146 635.343336 0.000000 0.000000 0.000000 0.000000 
23 0.55 0.55 0.50 2843.254873 2096.107059 14.725436 732.422377 -12.214886 12.895957 705600.000000 707939.145418 1027.386638 374.579918 652.806719 22.319236 0.340535 18.068151 316.960068 39.551700 17.479025 635.327694 0.000000 0.000000 0.000000 0.000000 
24 0.55 0.55 0.48 2871.687149 2125.103495 14.205413 732.378241 -12.214886 12.909726 705600.000000 707874.426113 1027.380300 374.574081 652.806218 22.334726 0.347420 18.067996 316.954727 39.551359 17.476250 635.322247 0.007721 0.000000 0.000000 0.000000 
25 0.55 0.55 0.48 2755.895121 2009.620153 13.841676 732.433292 -12.214886 12.900212 705600.000000 707821.746527 1027.377871 374.571304 652.806567 22.345533 0.342663 18.068199 316.951391 39.551714 17.469461 635.329385 0.007721 0.000000 0.000000 0.000000 
26 0.55 0.55 0.48 2774.837903 2029.492104 12.968591 732.377209 -12.214886 12.896967 705600.000000 707803.014326 1027.372061 374.566070 652.805990 22.372281 0.341040 18.068000 316.946942 39.551128 17.468159 635.322388 0.015443 0.000000 0.000000 0.000000 
27 0.55 0.55 0.54 2773.122184 2037.101916 5.140905 730.879363 -12.604317 12.823958 705600.000000 707842.121089 1027.438150 374.641639 652.796512 22.667512 0.109820 18.062477 317.036500 39.542662 17.652885 635.128184 0.015443 0.000000 0.000000 0.000000 
28 0.55 0.55 0.54 2799.713032 2062.614430 6.300760 730.797841 -12.604317 12.850745 705600.000000 707935.970866 1027.441747 374.645751 652.795995 22.613307 0.123214 18.062176 317.041215 39.542360 17.662939 635.117614 0.015443 0.000000 0.000000 0.000000 
29 0.55 0.55 0.52 2834.969491 2095.055057 9.199615 730.714819 -12.604317 12.850423 705600.000000 707944.199372 1027.437124 374.641876 652.795248 22.496253 0.123053 18.061878 317.037877 39.542121 17.664959 635.107125 0.023164 0.000000 0.000000 0.000000 
30 0.55 0.55 0.52 2842.584098 2102.199200 9.660007 730.724892 -12.604317 12.864316 705600.000000 707959.000674 1027.436680 374.641368 652.795312 22.479539 0.129999 18.061915 317.037577 39.541876 17.663717 635.108431 0.023164 0.000000 0.000000 0.000000 
31 0.55 0.55 0.53 2890.230217 2147.649737 11.643723 730.936757 -12.624614 12.787808 705600.000000 707988.047807 1027.435617 374.638743 652.796875 22.411120 0.081597 18.062689 317.032840 39.543214 17.645806 635.135625 0.015443 0.000000 0.000000 0.000000 
32 0.55 0.55 0.53 2924.197353 2181.331457 11.975522 730.890374 -12.624614 12.783254 705600.000000 708036.306766 1027.437664 374.641083 652.796581 22.400310 0.079320 18.062518 317.035547 39.543018 17.651527 635.129612 0.015443 0.000000 0.000000 0.000000 
33 0.55 0.55 0.52 2846.898049 2104.093487 11.976362 730.828200 -12.624614 12.793513 705600.000000 708028.794800 1027.432122 374.636156 652.795966 22.400310 0.084450 18.062296 317.031180 39.542680 17.650976 635.121826 0.023164 0.000000 0.000000 0.000000 
34 0.55 0.55 0.55 2860.881061 2127.620518 4.049047 729.211497 -12.624614 13.427990 705600.000000 708049.327519 1027.495154 374.709647 652.785507 22.733022 0.401688 18.056343 317.112700 39.540604 17.842128 634.912494 0.030886 0.000000 0.000000 0.000000 
35 0.55 0.55 0.55 2852.556646 2119.636648 3.870191 729.049806 -12.624614 13.427337 705600.000000 708101.601917 1027.477434 374.693615 652.783819 22.743268 0.401361 18.055770 317.098588 39.539256 17.837414 634.892356 0.054050 0.000000 0.000000 0.000000 
36 0.55 0.55 0.56 2934.046999 2194.294915 10.648026 729.104058 -12.624614 13.369712 705600.000000 708141.928350 1027.466758 374.682816 652.783942 22.449026 0.372549 18.055978 317.088673 39.538165 17.822507 634.899664 0.061771 0.000000 0.000000 0.000000 
37 0.55 0.55 0.56 2920.223006 2180.435884 10.651109 729.136013 -12.624614 13.377942 705600.000000 708138.846766 1027.473632 374.689266 652.784365 22.449026 0.376664 18.056088 317.094177 39.539001 17.826784 634.903532 0.054050 0.000000 0.000000 0.000000 
38 0.55 0.55 0.54 2895.499410 2160.310951 6.155946 729.032514 -12.624614 13.361459 705600.000000 708173.174215 1027.461628 374.678361 652.783267 22.625269 0.368422 18.055722 317.084412 39.538226 17.823111 634.890664 0.069492 0.000000 0.000000 0.000000 
39 0.55 0.55 0.54 2893.974826 2163.032355 2.955783 727.986687 -12.624614 13.676727 705600.000000 708195.337581 1027.458049 374.682735 652.775314 22.807918 0.526056 18.051913 317.093165 39.537657 17.902769 634.756725 0.115821 0.000000 0.000000 0.000000 
40 0.55 0.55 0.54 2914.596107 2183.405687 3.473277 727.717143 -12.624614 13.668993 705600.000000 708157.888331 1027.436803 374.664081 652.772723 22.773876 0.522189 18.050951 317.077914 39.535216 17.903139 634.722878 0.146706 0.000000 0.000000 0.000000 
41 0.55 0.55 0.56 2842.920122 2110.580622 4.379902 727.959598 -12.553934 13.648125 705600.000000 708204.836976 1027.426109 374.651851 652.774259 22.722217 0.547095 18.051844 317.065060 39.534946 17.873240 634.754312 0.146706 0.000000 0.000000 0.000000 
42 0.55 0.55 0.56 2959.401190 2227.359107 4.380939 727.661144 -12.553934 13.650019 705600.000000 708239.111819 1027.397853 374.626590 652.771262 22.722217 0.548042 18.050783 317.043075 39.532732 17.868956 634.716993 0.185313 0.000000 0.000000 0.000000 
43 0.55 0.55 0.56 2883.882192 2149.372681 6.664092 727.845419 -12.553934 13.661268 705600.000000 708227.479748 1027.422861 374.649547 652.773314 22.610107 0.553667 18.051431 317.063512 39.534604 17.879103 634.739784 0.154428 0.000000 0.000000 0.000000 
44 0.55 0.55 0.55 2903.246054 2178.318804 0.391999 724.535250 -12.878484 13.885694 705600.000000 708291.769716 1027.254056 374.510119 652.743937 23.090732 0.503605 18.039524 316.946596 39.523999 17.975017 634.321080 0.447840 0.000000 0.000000 0.000000 
45 0.55 0.55 0.56 3023.662350 2299.913202 0.406292 723.342856 -13.065419 13.888712 705600.000000 708432.326385 1027.182379 374.449316 652.733063 23.065092 0.411647 18.035245 316.892340 39.521731 17.998786 634.170616 0.563661 0.000000 0.000000 0.000000 
46 0.55 0.55 0.55 2968.875926 2245.263429 0.408033 723.204464 -13.065419 13.892932 705600.000000 708406.578688 1027.171912 374.440170 652.731742 23.065092 0.413757 18.034777 316.884124 39.521269 17.999387 634.153226 0.579129 0.000000 0.000000 0.000000 
47 0.55 0.55 0.57 2968.834767 2245.297287 0.756904 722.780577 -12.914611 14.060540 705600.000000 708413.171635 1027.140905 374.413173 652.727731 23.027521 0.572964 18.033234 316.860813 39.519127 18.002381 634.099918 0.625432 0.000000 0.000000 0.000000 
48 0.55 0.55 0.57 2931.797610 2207.951168 0.772565 723.073878 -12.914611 14.087555 705600.000000 708340.240130 1027.169387 374.438693 652.730694 23.027521 0.586472 18.034276 316.882226 39.522190 18.007299 634.136570 0.586825 0.000000 0.000000 0.000000 
49 0.55 0.55 0.58 2895.774435 2170.809329 2.459696 722.505410 -12.846450 14.149311 705600.000000 708335.744100 1027.119906 374.394802 652.725104 22.854904 0.651430 18.032251 316.845436 39.517116 18.003443 634.065343 0.656318 0.000000 0.000000 0.000000 
50 0.55 0.55 0.59 2918.469169 2194.987862 2.495743 720.985565 -12.846450 14.236807 705600.000000 708356.963877 1027.004688 374.294080 652.710609 22.856701 0.695178 18.026846 316.759257 39.507977 18.010047 633.874349 0.826213 0.000000 0.000000 0.000000 
51 0.55 0.55 0.59 2948.183124 2224.667637 2.224909 721.290578 -12.846450 14.237796 705600.000000 708345.772307 1027.032654 374.319008 652.713646 22.878875 0.695673 18.027931 316.780240 39.510837 18.013521 633.912519 0.787606 0.000000 0.000000 0.000000 
52 0.55 0.55 0.59 2902.292420 2178.457247 2.225057 721.610116 -12.846450 14.238008 705600.000000 708347.323033 1027.059977 374.343202 652.716774 22.878875 0.695779 18.029070 316.799307 39.514824 18.015201 633.952574 0.748999 0.000000 0.000000 0.000000 
53 0.55 0.55 0.59 2906.467861 2185.640056 0.911387 719.916417 -12.846450 14.245220 705600.000000 708451.274549 1026.911016 374.210939 652.700077 23.028612 0.699385 18.023010 316.686837 39.501092 18.002217 633.740409 0.957452 0.000000 0.000000 0.000000 
54 0.55 0.55 0.60 2872.739821 2155.925794 1.103439 715.710587 -12.846450 14.504256 705600.000000 708458.029349 1026.591187 373.931245 652.659942 23.318197 0.828903 18.007980 316.446010 39.477256 18.019581 633.211905 1.428456 0.000000 0.000000 0.000000 
55 0.55 0.55 0.60 2909.275516 2194.104520 0.788784 714.382212 -12.846450 14.517394 705600.000000 708504.579108 1026.475815 373.828931 652.646884 23.241282 0.835472 18.003246 316.359245 39.466440 18.010824 633.045456 1.590605 0.000000 0.000000 0.000000 
56 0.55 0.55 0.62 2898.089156 2183.750770 1.307780 713.030606 -12.925457 14.531827 705600.000000 708505.767979 1026.378028 373.743909 652.634119 23.355940 0.803185 17.998411 316.285223 39.460276 18.021359 632.875449 1.737311 0.000000 0.000000 0.000000 
57 0.55 0.55 0.62 2973.690049 2259.487029 1.397917 712.805103 -12.925457 14.536476 705600.000000 708563.681588 1026.354836 373.723031 652.631805 22.980384 0.805509 17.997611 316.266161 39.459259 18.016295 632.847313 1.768197 0.000000 0.000000 0.000000 
58 0.55 0.55 0.62 2940.359022 2232.888743 0.730836 706.739443 -13.158953 14.548688 705600.000000 708647.408955 1025.868521 373.295265 652.573256 23.062559 0.694868 17.975958 315.899417 39.419890 18.016481 632.085932 2.470843 0.000000 0.000000 0.000000 
59 0.55 0.55 0.63 3005.997982 2305.436200 1.521988 699.039795 -13.158953 14.761353 705600.000000 708675.112523 1025.247159 372.748338 652.498821 23.383683 0.801200 17.948476 315.423801 39.376060 18.012710 631.119588 3.366523 0.000000 0.000000 0.000000 
60 0.55 0.55 0.63 3008.694641 2308.641774 1.645822 698.407045 -13.158953 14.756271 705600.000000 708802.574503 1025.192229 372.699627 652.492602 22.949417 0.798659 17.946221 315.382982 39.370423 18.008564 631.040301 3.443737 0.000000 0.000000 0.000000 
61 0.55 0.55 0.61 3080.104560 2380.597547 1.297934 698.209079 -13.158953 14.766226 705600.000000 708850.317930 1025.176101 372.685421 652.490680 23.354482 0.803637 17.945595 315.370093 39.369733 18.008237 631.015466 3.466976 0.000000 0.000000 0.000000 
62 0.55 0.55 0.62 3123.244170 2429.153484 3.235585 690.855102 -13.392552 14.746662 705600.000000 708914.918569 1024.572646 372.153320 652.419326 23.546551 0.677055 17.919356 314.914181 39.319783 17.994726 630.092829 4.331771 0.000000 0.000000 0.000000 
63 0.55 0.55 0.63 3002.142724 2324.642081 0.275109 677.225534 -13.752272 14.747967 705600.000000 708878.920701 1023.450727 371.163733 652.286994 23.210830 0.497848 17.870676 314.068606 39.224451 17.966264 628.382961 5.937769 0.000000 0.000000 0.000000 
64 0.55 0.55 0.64 2995.854584 2321.381554 0.390178 674.082853 -13.807650 14.745329 705600.000000 708838.360378 1023.191704 370.935235 652.256469 23.266208 0.468839 17.859517 313.873937 39.201781 17.959306 627.988718 6.308445 0.000000 0.000000 0.000000 
65 0.55 0.55 0.64 2916.246591 2241.652552 0.390118 674.203921 -13.807650 14.745201 705600.000000 708769.349460 1023.202932 370.945254 652.257679 23.266208 0.468775 17.859948 313.882698 39.202608 17.960812 628.003864 6.293003 0.000000 0.000000 0.000000 
66 0.55 0.55 0.62 2932.591895 2262.037761 0.825274 669.728861 -13.894060 14.757922 705600.000000 708823.418486 1022.828716 370.614643 652.214073 23.352618 0.431931 17.843987 313.600527 39.170129 17.945645 627.442650 6.825778 0.000000 0.000000 0.000000 
67 0.55 0.55 0.64 2984.277135 2335.833168 2.505786 645.938182 -14.263916 14.772827 705600.000000 708930.945893 1020.846083 368.863663 651.982420 23.523272 0.254456 17.759479 312.111088 38.993096 17.871422 624.458868 9.652129 0.000000 0.000000 0.000000 
68 0.55 0.55 0.64 2901.390639 2259.850382 0.153632 641.386625 -14.321558 14.792801 705600.000000 708864.504526 1020.466964 368.528850 651.938113 23.103872 0.235621 17.743164 311.825999 38.959688 17.857557 623.888005 10.192551 0.000000 0.000000 0.000000 
69 0.56 0.55 0.64 2907.522932 2278.862437 2.091287 626.569208 -14.538304 14.811592 705600.000000 708883.001512 1019.245891 367.452979 651.792912 23.495830 0.136644 17.690611 310.914078 38.848290 17.809679 622.046442 11.936791 0.000000 0.000000 0.000000 
70 0.56 0.56 0.63 2878.114788 2250.553923 2.092852 625.468012 -14.538304 14.822820 705600.000000 708906.884470 1019.160699 367.378982 651.781717 23.495830 0.142258 17.686806 310.852447 38.839729 17.805054 621.916751 12.059912 0.000000 0.000000 0.000000 
71 0.56 0.56 0.62 2895.902930 2269.695696 2.093057 624.114178 -14.538304 14.824251 705600.000000 708939.569961 1019.039366 367.270422 651.768944 23.495830 0.142973 17.682124 310.759745 38.828553 17.799876 621.738615 12.230454 0.000000 0.000000 0.000000 
72 0.56 0.56 0.62 2987.745426 2363.582091 0.161838 624.001498 -14.538304 14.823537 705600.000000 709029.190730 1019.027778 367.259983 651.767795 23.258026 0.142616 17.681617 310.751762 38.826605 17.797451 621.724547 12.245796 0.000000 0.000000 0.000000 
73 0.56 0.56 0.63 2938.191977 2332.111223 2.366558 603.714195 -14.798160 14.831095 705600.000000 709042.869819 1017.380382 365.812847 651.567535 23.517882 0.016468 17.609934 309.531015 38.671899 17.731052 619.230522 14.605961 0.000000 0.000000 0.000000 
74 0.56 0.56 0.63 2889.907135 2292.478038 0.066467 597.362630 -14.798160 14.934594 705600.000000 709008.749658 1016.841613 365.335538 651.506075 23.118319 0.068217 17.587480 309.125039 38.623019 17.709366 618.425609 15.371100 0.000000 0.000000 0.000000 
75 0.56 0.56 0.63 2934.132162 2338.875056 0.203983 595.053123 -14.798160 14.962586 705600.000000 709115.471500 1016.624007 365.139180 651.484827 23.074610 0.082213 17.579629 308.954849 38.604702 17.699710 618.110920 15.674197 0.000000 0.000000 0.000000 
76 0.56 0.56 0.63 2952.173763 2358.401966 0.203776 593.568020 -14.798160 14.960057 705600.000000 709150.943080 1016.506060 365.036175 651.469885 23.074610 0.080948 17.574242 308.868681 38.593252 17.693347 617.933091 15.843447 0.000000 0.000000 0.000000 
77 0.56 0.56 0.62 2870.255147 2279.339002 0.205499 590.710646 -14.798160 14.980099 705600.000000 709135.609604 1016.274650 364.833062 651.441588 23.074610 0.090969 17.564306 308.697677 38.571079 17.683273 617.583146 16.175170 0.000000 0.000000 0.000000 
78 0.56 0.56 0.62 2832.231969 2263.145697 0.189587 568.896685 -14.798160 15.283319 705600.000000 709128.154513 1014.460387 363.231781 651.228607 23.254766 0.242579 17.487455 307.340328 38.403998 17.610593 614.855828 18.762186 0.000000 0.000000 0.000000 
79 0.56 0.56 0.62 2818.733443 2249.671387 0.621485 568.440571 -14.798160 15.294406 705600.000000 709164.661154 1014.443740 363.220932 651.222808 23.341233 0.248123 17.485819 307.335083 38.400029 17.607546 614.823804 18.791458 0.000000 0.000000 0.000000 
80 0.56 0.56 0.62 2841.691316 2280.634999 0.930628 560.125690 -14.881533 15.311019 705600.000000 709219.252043 1013.771323 362.630875 651.140447 23.384212 0.214743 17.456635 306.838419 38.335821 17.578781 613.806200 19.755466 0.000000 0.000000 0.000000 
81 0.56 0.56 0.62 2953.977240 2393.197338 0.930424 559.849478 -14.881533 15.310071 705600.000000 709300.963385 1013.764489 362.627605 651.136884 23.384212 0.214269 17.456026 306.838237 38.333342 17.578387 613.788306 19.770191 0.000000 0.000000 0.000000 
82 0.56 0.56 0.62 2916.592209 2357.804673 0.933580 557.853956 -14.881533 15.324554 705600.000000 709260.351326 1013.581555 362.463258 651.118297 23.384212 0.221511 17.448934 306.696984 38.317340 17.570886 613.521321 20.026090 0.000000 0.000000 0.000000 
83 0.56 0.56 0.62 2910.260215 2352.282106 0.937295 557.040814 -14.881533 15.341022 705600.000000 709287.206710 1013.567519 362.460212 651.107307 23.384212 0.229744 17.446135 306.702414 38.311663 17.568285 613.477975 20.061047 0.000000 0.000000 0.000000 
84 0.56 0.56 0.62 2824.936790 2263.847571 1.448479 559.640740 -14.881533 15.323847 705600.000000 709227.125024 1013.762979 362.628997 651.133982 23.438447 0.221157 17.455444 306.841807 38.331747 17.578116 613.778871 19.776995 0.000000 0.000000 0.000000 
85 0.56 0.56 0.62 2806.830030 2246.118816 1.450697 559.260517 -14.881533 15.333765 705600.000000 709190.328196 1013.715889 362.584741 651.131147 23.438447 0.226116 17.454219 306.801795 38.328727 17.576746 613.714443 19.839959 0.000000 0.000000 0.000000 
86 0.56 0.56 0.62 2882.901880 2321.551851 1.529853 559.820175 -14.881533 15.326264 705600.000000 709230.944448 1013.801140 362.666719 651.134421 23.445980 0.222366 17.456047 306.877324 38.333348 17.578899 613.826495 19.729027 0.000000 0.000000 0.000000 
87 0.56 0.56 0.62 2799.077845 2252.661314 0.915356 545.501176 -15.032443 15.350065 705600.000000 709172.503307 1012.695054 361.705479 650.989575 22.962947 0.158811 17.405847 306.077153 38.222479 17.528761 612.131346 21.329468 0.000000 0.000000 0.000000 
88 0.56 0.56 0.62 2827.351426 2279.281306 0.913969 547.156151 -15.032443 15.341212 705600.000000 709147.639245 1012.765494 361.755820 651.009673 22.962947 0.154384 17.411752 306.108291 38.235777 17.535453 612.263477 21.210744 0.000000 0.000000 0.000000 
89 0.56 0.56 0.62 2745.769677 2197.673066 0.915661 547.180950 -15.032443 15.351981 705600.000000 709091.122543 1012.736122 361.724463 651.011659 22.962947 0.159769 17.411623 306.076773 38.236067 17.535001 612.233094 21.243565 0.000000 0.000000 0.000000 
90 0.56 0.56 0.63 2751.542356 2210.871713 0.175788 540.494855 -15.097679 15.359558 705600.000000 709120.735532 1012.177718 361.231230 650.946488 23.084850 0.130939 17.388579 305.658642 38.184009 17.512250 611.394621 22.039617 0.000000 0.000000 0.000000 
91 0.56 0.56 0.62 2812.631444 2273.059267 0.177082 539.395095 -15.097679 15.369258 705600.000000 709151.980433 1012.085386 361.149632 650.935754 23.084850 0.135789 17.384818 305.589481 38.175334 17.508000 611.256723 22.171030 0.000000 0.000000 0.000000 
92 0.56 0.56 0.62 2820.891855 2282.226163 1.044217 537.621476 -15.097679 15.401420 705600.000000 709127.181985 1011.982382 361.066563 650.915819 23.399872 0.151870 17.378579 305.525916 38.162068 17.501188 611.084580 22.330051 0.000000 0.000000 0.000000 
93 0.56 0.56 0.62 2787.164104 2257.100270 0.336741 529.727093 -15.209777 15.396845 705600.000000 709117.614102 1011.398895 360.564423 650.834471 23.301974 0.093534 17.351237 305.112019 38.101167 17.473573 610.178363 23.182536 0.000000 0.000000 0.000000 
94 0.56 0.56 0.61 2804.753723 2275.903813 1.070672 527.779238 -15.209777 15.401229 705600.000000 709172.349519 1011.257536 360.443381 650.814155 23.404294 0.095726 17.343960 305.013735 38.085687 17.465819 609.959237 23.389099 0.000000 0.000000 0.000000 
95 0.56 0.56 0.60 2841.778062 2314.424559 0.550578 526.802925 -15.209777 15.402490 705600.000000 709229.737314 1011.183392 360.379208 650.804185 23.009400 0.096356 17.340760 304.960640 38.077807 17.462060 609.845198 23.496927 0.000000 0.000000 0.000000 
96 0.56 0.56 0.61 2853.572765 2325.341318 1.267268 526.964179 -15.220363 15.400065 705600.000000 709246.227921 1011.236437 360.432884 650.803553 23.424831 0.089851 17.342156 305.011449 38.079279 17.462989 609.907316 23.433248 0.000000 0.000000 0.000000 
