
MC properties:
   MC Sweeps:       70000
   Mesh disp:       1.500000
   Bias type:       Minimum
   Bias strength:   20.000000
   Bias location:   15.000000
   InitialHeight:   15.000000
   RandSeed:        2
   Boundary Cond:   Frame

Mesh Properties:
   Bending Modulus: 20.000000
   Lx:              840.000000
   Ly:              840.000000
   Node nums in x:  70
   Node nums in y:  70

Particle Properties:
   Ptype num:       3
   Lengths:         3.5 17.5 20.0 7.5 17.5 30.0
   Binding str:     10.5 0.0 4.75
   Binding ranges:  4.0 0.0 4.0
   Densities:       200.0 4000.0 500.0 200.0 7520.0 480.0
   PDiam:           4.000000

Output Options:
   Tag:             Z_15.0
   OutputDir:       ../Simulation_Results/
   Framenums:       0
   Datanums:        50000
   Histbnums:       0

Restart Info:
   Inputfilename:   None
   Equil option:    No

Error Check:        Naw

#Sweep(1) TAcc(2) NAcc(3) SHAcc(4) TotE(5) MeshE(6) BiasE(7) Veff(8) ZBot(9) ZTop(10) TotAreaBot(11) TotAreaTop(12) TotPop(13) TotPopBot(14) TotPopTop(15) ThetaValTop(16) ThetaValBot(17) NBot1(18) NBot2(19) NBot3(20) NTop1(21) NTop2(22) NTop3(23) Bonds1(24) Bonds2(25) Bonds3(26) 
10 0.52 0.52 0.33 -5656.596698 1478.866983 163.100401 -7298.564081 -7.085252 6.636523 705600.000000 706629.494028 819.663804 409.726741 409.937063 12.144741 -0.224364 409.726741 0.000000 0.000000 409.937063 0.000000 0.000000 406.462921 0.000000 0.000000 
11 0.52 0.52 0.33 -5609.145141 1538.020152 165.010954 -7312.176247 -7.085252 6.623658 705600.000000 706663.831295 820.179333 409.986834 410.192499 12.128087 -0.230797 409.986834 0.000000 0.000000 410.192499 0.000000 0.000000 406.795542 0.000000 0.000000 
12 0.52 0.52 0.33 -5593.676922 1561.382812 167.325638 -7322.385372 -7.085252 6.601538 705600.000000 706652.773454 820.565980 410.181904 410.384076 12.108053 -0.241857 410.181904 0.000000 0.000000 410.384076 0.000000 0.000000 407.045008 0.000000 0.000000 
13 0.52 0.52 0.31 -5602.677845 1542.575355 170.326089 -7315.579289 -7.085252 6.575618 705600.000000 706666.965438 820.308216 410.051858 410.256358 12.082286 -0.254817 410.051858 0.000000 0.000000 410.256358 0.000000 0.000000 406.878697 0.000000 0.000000 
14 0.52 0.52 0.31 -5585.729561 1551.703390 171.340255 -7308.773206 -7.085252 6.571488 705600.000000 706647.889087 820.050451 409.921811 410.128640 12.073618 -0.256882 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
15 0.52 0.52 0.31 -5585.526355 1534.724799 178.312927 -7298.564081 -7.085252 6.574900 705600.000000 706651.263555 819.663804 409.726741 409.937063 12.014637 -0.255176 409.726741 0.000000 0.000000 409.937063 0.000000 0.000000 406.462921 0.000000 0.000000 
16 0.52 0.52 0.29 -5601.248218 1525.438417 178.683530 -7305.370164 -7.085252 6.558682 705600.000000 706661.336693 819.921569 409.856788 410.064781 12.011571 -0.263285 409.856788 0.000000 0.000000 410.064781 0.000000 0.000000 406.629232 0.000000 0.000000 
17 0.52 0.52 0.29 -5572.010803 1566.442782 180.528746 -7318.982330 -7.085252 6.566661 705600.000000 706665.939521 820.437098 410.116881 410.320217 11.996157 -0.259295 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
18 0.52 0.52 0.28 -5582.389661 1536.249804 183.327658 -7301.967123 -7.085252 6.537759 705600.000000 706675.035578 819.792687 409.791765 410.000922 11.973015 -0.273746 409.791765 0.000000 0.000000 410.000922 0.000000 0.000000 406.546076 0.000000 0.000000 
19 0.52 0.52 0.28 -5527.876563 1591.604660 189.291983 -7308.773206 -7.085252 6.515521 705600.000000 706719.459655 820.050451 409.921811 410.128640 11.924201 -0.284866 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
20 0.52 0.52 0.28 -5559.072744 1567.448143 192.461443 -7318.982330 -7.085252 6.512787 705600.000000 706713.607044 820.437098 410.116881 410.320217 11.898553 -0.286233 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
21 0.52 0.52 0.26 -5534.141501 1579.704844 191.523819 -7305.370164 -7.085252 6.501647 705600.000000 706751.473197 819.921569 409.856788 410.064781 11.906146 -0.291803 409.856788 0.000000 0.000000 410.064781 0.000000 0.000000 406.629232 0.000000 0.000000 
22 0.52 0.52 0.26 -5491.665498 1609.833077 193.662465 -7295.161040 -7.085252 6.505586 705600.000000 706792.219566 819.534922 409.661718 409.873204 11.888903 -0.289833 409.661718 0.000000 0.000000 409.873204 0.000000 0.000000 406.379766 0.000000 0.000000 
23 0.52 0.52 0.25 -5493.963222 1600.612791 193.778943 -7288.354957 -7.085252 6.502779 705600.000000 706748.531513 819.277158 409.531671 409.745486 11.887974 -0.291236 409.531671 0.000000 0.000000 409.745486 0.000000 0.000000 406.213455 0.000000 0.000000 
24 0.52 0.52 0.24 -5488.015538 1630.808178 193.352532 -7312.176247 -7.085252 6.488724 705600.000000 706725.757609 820.179333 409.986834 410.192499 11.891435 -0.298264 409.986834 0.000000 0.000000 410.192499 0.000000 0.000000 406.795542 0.000000 0.000000 
25 0.52 0.52 0.24 -5564.914289 1560.483125 196.987958 -7322.385372 -7.085252 6.484660 705600.000000 706734.781503 820.565980 410.181904 410.384076 11.862343 -0.300296 410.181904 0.000000 0.000000 410.384076 0.000000 0.000000 407.045008 0.000000 0.000000 
26 0.52 0.52 0.24 -5546.298649 1573.134547 199.549135 -7318.982330 -7.085252 6.478037 705600.000000 706708.239252 820.437098 410.116881 410.320217 11.842018 -0.303607 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
27 0.52 0.52 0.21 -5496.124041 1625.394435 204.269937 -7325.788413 -7.085252 6.459720 705600.000000 706754.403297 820.694862 410.246927 410.447935 11.804909 -0.312766 410.246927 0.000000 0.000000 410.447935 0.000000 0.000000 407.128163 0.000000 0.000000 
28 0.52 0.52 0.19 -5496.893969 1628.935237 203.362248 -7329.191455 -7.085252 6.438409 705600.000000 706793.399380 820.823745 410.311951 410.511794 11.812072 -0.323421 410.311951 0.000000 0.000000 410.511794 0.000000 0.000000 407.211318 0.000000 0.000000 
29 0.52 0.52 0.19 -5516.769233 1600.388837 205.227301 -7322.385372 -7.085252 6.427559 705600.000000 706777.713268 820.565980 410.181904 410.384076 11.797508 -0.328846 410.181904 0.000000 0.000000 410.384076 0.000000 0.000000 407.045008 0.000000 0.000000 
30 0.52 0.52 0.19 -5528.668573 1587.470114 206.246684 -7322.385372 -7.085252 6.433978 705600.000000 706766.743571 820.565980 410.181904 410.384076 11.789543 -0.325637 410.181904 0.000000 0.000000 410.384076 0.000000 0.000000 407.045008 0.000000 0.000000 
31 0.52 0.52 0.17 -5454.590163 1670.632356 207.371977 -7332.594496 -7.085252 6.433918 705600.000000 706822.457130 820.952627 410.376974 410.575653 11.780793 -0.325667 410.376974 0.000000 0.000000 410.575653 0.000000 0.000000 407.294474 0.000000 0.000000 
32 0.52 0.52 0.17 -5390.982428 1729.372182 208.836844 -7329.191455 -7.085252 6.420321 705600.000000 706843.347446 820.823745 410.311951 410.511794 11.769471 -0.332465 410.311951 0.000000 0.000000 410.511794 0.000000 0.000000 407.211318 0.000000 0.000000 
33 0.52 0.52 0.16 -5427.274395 1693.079608 208.837452 -7329.191455 -7.085252 6.418494 705600.000000 706812.829847 820.823745 410.311951 410.511794 11.769471 -0.333379 410.311951 0.000000 0.000000 410.511794 0.000000 0.000000 407.211318 0.000000 0.000000 
34 0.52 0.52 0.15 -5391.045674 1708.656776 212.473797 -7312.176247 -7.085252 6.421511 705600.000000 706828.678084 820.179333 409.986834 410.192499 11.741445 -0.331870 409.986834 0.000000 0.000000 410.192499 0.000000 0.000000 406.795542 0.000000 0.000000 
35 0.52 0.52 0.15 -5455.409075 1639.521833 213.842297 -7308.773206 -7.085252 6.418705 705600.000000 706790.298552 820.050451 409.921811 410.128640 11.730969 -0.333273 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
36 0.52 0.52 0.15 -5403.489788 1687.934758 217.348659 -7308.773206 -7.085252 6.423099 705600.000000 706853.332225 820.050451 409.921811 410.128640 11.704252 -0.331077 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
37 0.52 0.52 0.15 -5383.326492 1704.126623 221.320090 -7308.773206 -7.085252 6.428436 705600.000000 706863.256257 820.050451 409.921811 410.128640 11.674250 -0.328408 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
38 0.52 0.52 0.14 -5402.403762 1693.408045 219.767482 -7315.579289 -7.085252 6.413629 705600.000000 706868.966453 820.308216 410.051858 410.256358 11.685979 -0.335811 410.051858 0.000000 0.000000 410.256358 0.000000 0.000000 406.878697 0.000000 0.000000 
39 0.52 0.52 0.14 -5408.832303 1684.311671 222.435315 -7315.579289 -7.085252 6.422967 705600.000000 706839.120063 820.308216 410.051858 410.256358 11.665891 -0.331142 410.051858 0.000000 0.000000 410.256358 0.000000 0.000000 406.878697 0.000000 0.000000 
40 0.53 0.53 0.13 -5405.299903 1680.258636 223.214667 -7308.773206 -7.085252 6.422590 705600.000000 706832.260620 820.050451 409.921811 410.128640 11.660053 -0.331331 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
41 0.53 0.53 0.12 -5473.710393 1623.767703 224.907276 -7322.385372 -7.085252 6.406924 705600.000000 706844.660724 820.565980 410.181904 410.384076 11.647447 -0.339164 410.181904 0.000000 0.000000 410.384076 0.000000 0.000000 407.045008 0.000000 0.000000 
42 0.53 0.53 0.12 -5362.036289 1728.891987 224.651013 -7315.579289 -7.085252 6.401152 705600.000000 706894.369908 820.308216 410.051858 410.256358 11.649373 -0.342050 410.051858 0.000000 0.000000 410.256358 0.000000 0.000000 406.878697 0.000000 0.000000 
43 0.53 0.53 0.12 -5382.611841 1710.255090 226.115399 -7318.982330 -7.085252 6.391403 705600.000000 706909.358824 820.437098 410.116881 410.320217 11.638490 -0.346924 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
44 0.53 0.53 0.11 -5401.848437 1688.951540 228.182353 -7318.982330 -7.085252 6.392324 705600.000000 706918.209773 820.437098 410.116881 410.320217 11.623150 -0.346464 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
45 0.53 0.53 0.10 -5344.724107 1735.861333 228.187766 -7308.773206 -7.085252 6.376873 705600.000000 706966.075557 820.050451 409.921811 410.128640 11.623150 -0.354189 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
46 0.53 0.53 0.10 -5346.316872 1740.721316 228.541101 -7315.579289 -7.085252 6.374692 705600.000000 706937.524137 820.308216 410.051858 410.256358 11.620541 -0.355280 410.051858 0.000000 0.000000 410.256358 0.000000 0.000000 406.878697 0.000000 0.000000 
47 0.53 0.53 0.09 -5338.988263 1728.890769 234.088091 -7301.967123 -7.085252 6.369738 705600.000000 706930.152508 819.792687 409.791765 410.000922 11.579765 -0.357757 409.791765 0.000000 0.000000 410.000922 0.000000 0.000000 406.546076 0.000000 0.000000 
48 0.53 0.53 0.09 -5348.038000 1724.813526 235.921679 -7308.773206 -7.085252 6.373589 705600.000000 706913.508951 820.050451 409.921811 410.128640 11.566379 -0.355832 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
49 0.53 0.53 0.09 -5380.101822 1692.349221 236.322163 -7308.773206 -7.085252 6.376762 705600.000000 706894.379658 820.050451 409.921811 410.128640 11.563456 -0.354245 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
50 0.53 0.53 0.09 -5317.749854 1747.905806 236.311463 -7301.967123 -7.085252 6.375058 705600.000000 706887.096742 819.792687 409.791765 410.000922 11.563538 -0.355097 409.791765 0.000000 0.000000 410.000922 0.000000 0.000000 406.546076 0.000000 0.000000 
51 0.53 0.53 0.09 -5373.701432 1706.228213 235.649643 -7315.579289 -7.085252 6.361627 705600.000000 706888.152258 820.308216 410.051858 410.256358 11.568392 -0.361812 410.051858 0.000000 0.000000 410.256358 0.000000 0.000000 406.878697 0.000000 0.000000 
52 0.53 0.53 0.09 -5381.026612 1698.453792 236.098885 -7315.579289 -7.085252 6.352279 705600.000000 706914.127221 820.308216 410.051858 410.256358 11.565145 -0.366486 410.051858 0.000000 0.000000 410.256358 0.000000 0.000000 406.878697 0.000000 0.000000 
53 0.53 0.53 0.09 -5351.020260 1721.324460 236.428486 -7308.773206 -7.085252 6.353428 705600.000000 706939.879656 820.050451 409.921811 410.128640 11.562744 -0.365912 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
54 0.53 0.53 0.09 -5310.646547 1767.397242 237.535500 -7315.579289 -7.085252 6.313361 705600.000000 706973.882867 820.308216 410.051858 410.256358 11.554811 -0.385945 410.051858 0.000000 0.000000 410.256358 0.000000 0.000000 406.878697 0.000000 0.000000 
55 0.53 0.53 0.09 -5369.220699 1698.687867 244.267681 -7312.176247 -7.085252 6.328883 705600.000000 706926.348353 820.179333 409.986834 410.192499 11.506258 -0.378185 409.986834 0.000000 0.000000 410.192499 0.000000 0.000000 406.795542 0.000000 0.000000 
56 0.53 0.53 0.08 -5446.157424 1637.794399 245.239631 -7329.191455 -7.085252 6.333771 705600.000000 706879.120800 820.823745 410.311951 410.511794 11.499297 -0.375740 410.311951 0.000000 0.000000 410.511794 0.000000 0.000000 407.211318 0.000000 0.000000 
57 0.53 0.53 0.08 -5357.194518 1723.678316 248.318621 -7329.191455 -7.085252 6.325081 705600.000000 706918.504368 820.823745 410.311951 410.511794 11.477400 -0.380085 410.311951 0.000000 0.000000 410.511794 0.000000 0.000000 407.211318 0.000000 0.000000 
58 0.53 0.53 0.08 -5354.783949 1715.929208 248.269173 -7318.982330 -7.085252 6.325827 705600.000000 706929.012860 820.437098 410.116881 410.320217 11.477749 -0.379713 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
59 0.53 0.53 0.08 -5331.097625 1747.580969 250.512860 -7329.191455 -7.085252 6.328203 705600.000000 706932.430677 820.823745 410.311951 410.511794 11.461854 -0.378524 410.311951 0.000000 0.000000 410.511794 0.000000 0.000000 407.211318 0.000000 0.000000 
60 0.53 0.53 0.08 -5343.048347 1725.826235 253.510789 -7322.385372 -7.085252 6.310932 705600.000000 706958.704276 820.565980 410.181904 410.384076 11.440780 -0.387160 410.181904 0.000000 0.000000 410.384076 0.000000 0.000000 407.045008 0.000000 0.000000 
61 0.53 0.53 0.08 -5274.297343 1781.085989 256.792915 -7312.176247 -7.085252 6.312014 705600.000000 706992.835271 820.179333 409.986834 410.192499 11.417798 -0.386619 409.986834 0.000000 0.000000 410.192499 0.000000 0.000000 406.795542 0.000000 0.000000 
62 0.53 0.53 0.08 -5222.831373 1831.020070 258.324805 -7312.176247 -7.085252 6.302168 705600.000000 707026.210223 820.179333 409.986834 410.192499 11.407149 -0.391542 409.986834 0.000000 0.000000 410.192499 0.000000 0.000000 406.795542 0.000000 0.000000 
63 0.53 0.53 0.07 -5340.571635 1713.103800 258.500812 -7312.176247 -7.085252 6.295615 705600.000000 706951.958536 820.179333 409.986834 410.192499 11.405943 -0.394819 409.986834 0.000000 0.000000 410.192499 0.000000 0.000000 406.795542 0.000000 0.000000 
64 0.53 0.53 0.07 -5324.708666 1735.738692 258.534972 -7318.982330 -7.085252 6.284879 705600.000000 706975.525688 820.437098 410.116881 410.320217 11.405735 -0.400187 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
65 0.53 0.53 0.07 -5339.482493 1720.713553 258.786285 -7318.982330 -7.085252 6.279996 705600.000000 706965.057138 820.437098 410.116881 410.320217 11.404001 -0.402628 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
66 0.53 0.53 0.07 -5345.980413 1716.410414 259.994544 -7322.385372 -7.085252 6.282446 705600.000000 706949.907781 820.565980 410.181904 410.384076 11.395604 -0.401403 410.181904 0.000000 0.000000 410.384076 0.000000 0.000000 407.045008 0.000000 0.000000 
67 0.53 0.53 0.07 -5262.927281 1791.362912 257.886055 -7312.176247 -7.085252 6.286769 705600.000000 706978.595760 820.179333 409.986834 410.192499 11.410246 -0.399241 409.986834 0.000000 0.000000 410.192499 0.000000 0.000000 406.795542 0.000000 0.000000 
68 0.53 0.53 0.07 -5315.396935 1753.688797 256.702681 -7325.788413 -7.085252 6.286510 705600.000000 706959.011465 820.694862 410.246927 410.447935 11.418498 -0.399371 410.246927 0.000000 0.000000 410.447935 0.000000 0.000000 407.128163 0.000000 0.000000 
69 0.53 0.53 0.06 -5335.813069 1736.677688 256.700698 -7329.191455 -7.085252 6.291489 705600.000000 706962.731234 820.823745 410.311951 410.511794 11.418498 -0.396881 410.311951 0.000000 0.000000 410.511794 0.000000 0.000000 407.211318 0.000000 0.000000 
70 0.53 0.53 0.06 -5343.762172 1714.447239 260.772919 -7318.982330 -7.085252 6.297007 705600.000000 706952.687899 820.437098 410.116881 410.320217 11.390169 -0.394122 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
71 0.53 0.53 0.06 -5388.549541 1676.807503 260.431369 -7325.788413 -7.085252 6.289021 705600.000000 706935.331033 820.694862 410.246927 410.447935 11.392557 -0.398115 410.246927 0.000000 0.000000 410.447935 0.000000 0.000000 407.128163 0.000000 0.000000 
72 0.53 0.53 0.06 -5305.582040 1746.439272 260.154935 -7312.176247 -7.085252 6.272357 705600.000000 706989.730574 820.179333 409.986834 410.192499 11.394520 -0.406448 409.986834 0.000000 0.000000 410.192499 0.000000 0.000000 406.795542 0.000000 0.000000 
73 0.53 0.53 0.06 -5321.624632 1735.239365 262.118333 -7318.982330 -7.085252 6.272216 705600.000000 706959.884834 820.437098 410.116881 410.320217 11.380932 -0.406518 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
74 0.53 0.53 0.06 -5328.693418 1737.881034 259.213960 -7325.788413 -7.085252 6.259545 705600.000000 706973.021841 820.694862 410.246927 410.447935 11.401087 -0.412854 410.246927 0.000000 0.000000 410.447935 0.000000 0.000000 407.128163 0.000000 0.000000 
75 0.53 0.53 0.06 -5313.585953 1756.395196 259.210306 -7329.191455 -7.085252 6.268444 705600.000000 706967.748508 820.823745 410.311951 410.511794 11.401087 -0.408404 410.311951 0.000000 0.000000 410.511794 0.000000 0.000000 407.211318 0.000000 0.000000 
76 0.53 0.53 0.06 -5358.026535 1714.744099 259.823862 -7332.594496 -7.085252 6.260851 705600.000000 706980.659336 820.952627 410.376974 410.575653 11.396849 -0.412201 410.376974 0.000000 0.000000 410.575653 0.000000 0.000000 407.294474 0.000000 0.000000 
77 0.53 0.53 0.06 -5357.488547 1717.590620 260.918370 -7335.997538 -7.085252 6.264330 705600.000000 707009.412365 821.081509 410.441997 410.639512 11.389253 -0.410461 410.441997 0.000000 0.000000 410.639512 0.000000 0.000000 407.377629 0.000000 0.000000 
78 0.53 0.53 0.06 -5293.446538 1762.162266 263.373526 -7318.982330 -7.085252 6.243769 705600.000000 707025.418965 820.437098 410.116881 410.320217 11.372353 -0.420742 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
79 0.53 0.53 0.06 -5308.769065 1736.626822 263.377319 -7308.773206 -7.085252 6.234803 705600.000000 707001.432309 820.050451 409.921811 410.128640 11.372353 -0.425225 409.921811 0.000000 0.000000 410.128640 0.000000 0.000000 406.712387 0.000000 0.000000 
80 0.53 0.53 0.07 -5249.533805 1794.605521 271.439962 -7315.579289 -7.085252 6.218509 705600.000000 707062.075276 820.308216 410.051858 410.256358 11.317255 -0.433371 410.051858 0.000000 0.000000 410.256358 0.000000 0.000000 406.878697 0.000000 0.000000 
81 0.53 0.53 0.07 -5191.909288 1846.900207 280.172835 -7318.982330 -7.085252 6.196423 705600.000000 707104.202235 820.437098 410.116881 410.320217 11.258507 -0.444414 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
82 0.53 0.53 0.07 -5244.868145 1801.031752 283.291558 -7329.191455 -7.085252 6.191900 705600.000000 707077.330490 820.823745 410.311951 410.511794 11.237740 -0.446676 410.311951 0.000000 0.000000 410.511794 0.000000 0.000000 407.211318 0.000000 0.000000 
83 0.53 0.53 0.07 -5206.751048 1836.779048 282.258317 -7325.788413 -7.085252 6.181699 705600.000000 707111.529859 820.694862 410.246927 410.447935 11.244642 -0.451776 410.246927 0.000000 0.000000 410.447935 0.000000 0.000000 407.128163 0.000000 0.000000 
84 0.53 0.53 0.07 -5273.148671 1779.865332 282.983535 -7335.997538 -7.085252 6.167325 705600.000000 707101.560999 821.081509 410.441997 410.639512 11.239861 -0.458964 410.441997 0.000000 0.000000 410.639512 0.000000 0.000000 407.377629 0.000000 0.000000 
85 0.53 0.53 0.07 -5280.001831 1766.195018 286.397647 -7332.594496 -7.085252 6.163175 705600.000000 707061.074524 820.952627 410.376974 410.575653 11.217242 -0.461038 410.376974 0.000000 0.000000 410.575653 0.000000 0.000000 407.294474 0.000000 0.000000 
86 0.53 0.53 0.07 -5222.283112 1819.381274 287.527069 -7329.191455 -7.085252 6.149730 705600.000000 707083.114946 820.823745 410.311951 410.511794 11.209827 -0.467761 410.311951 0.000000 0.000000 410.511794 0.000000 0.000000 407.211318 0.000000 0.000000 
87 0.53 0.53 0.06 -5265.086776 1783.005827 287.904935 -7335.997538 -7.085252 6.156088 705600.000000 707057.956218 821.081509 410.441997 410.639512 11.207316 -0.464582 410.441997 0.000000 0.000000 410.639512 0.000000 0.000000 407.377629 0.000000 0.000000 
88 0.53 0.53 0.06 -5226.096177 1820.311236 286.187083 -7332.594496 -7.085252 6.142863 705600.000000 707075.426848 820.952627 410.376974 410.575653 11.218697 -0.471194 410.376974 0.000000 0.000000 410.575653 0.000000 0.000000 407.294474 0.000000 0.000000 
89 0.53 0.53 0.06 -5272.944075 1762.899484 289.944854 -7325.788413 -7.085252 6.145932 705600.000000 707062.050449 820.694862 410.246927 410.447935 11.193924 -0.469660 410.246927 0.000000 0.000000 410.447935 0.000000 0.000000 407.128163 0.000000 0.000000 
90 0.53 0.53 0.06 -5249.453117 1782.750468 290.181787 -7322.385372 -7.085252 6.144930 705600.000000 707116.305409 820.565980 410.181904 410.384076 11.192371 -0.470161 410.181904 0.000000 0.000000 410.384076 0.000000 0.000000 407.045008 0.000000 0.000000 
91 0.53 0.53 0.06 -5227.758439 1804.679845 289.947088 -7322.385372 -7.085252 6.141189 705600.000000 707157.848663 820.565980 410.181904 410.384076 11.193924 -0.472031 410.181904 0.000000 0.000000 410.384076 0.000000 0.000000 407.045008 0.000000 0.000000 
92 0.53 0.53 0.06 -5178.155809 1842.663575 294.759905 -7315.579289 -7.085252 6.165320 705600.000000 707199.668272 820.308216 410.051858 410.256358 11.162368 -0.459966 410.051858 0.000000 0.000000 410.256358 0.000000 0.000000 406.878697 0.000000 0.000000 
93 0.53 0.53 0.06 -5197.124322 1827.095639 294.762369 -7318.982330 -7.085252 6.159979 705600.000000 707133.996564 820.437098 410.116881 410.320217 11.162368 -0.462637 410.116881 0.000000 0.000000 410.320217 0.000000 0.000000 406.961853 0.000000 0.000000 
94 0.53 0.53 0.06 -5226.280740 1801.309769 294.794862 -7322.385372 -7.085252 6.163756 705600.000000 707115.152325 820.565980 410.181904 410.384076 11.162145 -0.460748 410.181904 0.000000 0.000000 410.384076 0.000000 0.000000 407.045008 0.000000 0.000000 
