
MC properties:
   MC Sweeps:       70000
   Mesh disp:       1.500000
   Bias type:       Minimum
   Bias strength:   20.000000
   Bias location:   25.217391
   InitialHeight:   25.217391
   RandSeed:        2
   Boundary Cond:   Frame

Mesh Properties:
   Bending Modulus: 20.000000
   Lx:              840.000000
   Ly:              840.000000
   Node nums in x:  70
   Node nums in y:  70

Particle Properties:
   Ptype num:       3
   Lengths:         3.5 17.5 20.0 7.5 17.5 30.0
   Binding str:     10.5 0.0 4.75
   Binding ranges:  4.0 0.0 4.0
   Densities:       200.0 4000.0 500.0 200.0 7520.0 480.0
   PDiam:           4.000000

Output Options:
   Tag:             Z_25.217391304347828
   OutputDir:       ../Simulation_Results/
   Framenums:       0
   Datanums:        50000
   Histbnums:       0

Restart Info:
   Inputfilename:   None
   Equil option:    No

Error Check:        Naw

#Sweep(1) TAcc(2) NAcc(3) SHAcc(4) TotE(5) MeshE(6) BiasE(7) Veff(8) ZBot(9) ZTop(10) TotAreaBot(11) TotAreaTop(12) TotPop(13) TotPopBot(14) TotPopTop(15) ThetaValTop(16) ThetaValBot(17) NBot1(18) NBot2(19) NBot3(20) NTop1(21) NTop2(22) NTop3(23) Bonds1(24) Bonds2(25) Bonds3(26) 
12 0.55 0.55 0.47 2831.441315 2085.727215 18.419066 727.295034 -13.236626 13.557200 705600.000000 707533.701679 1027.538263 374.766002 652.772261 24.258398 0.160287 18.049316 317.175824 39.540862 18.037366 634.665402 0.069492 0.000000 0.000000 0.000000 
13 0.55 0.55 0.44 2812.606676 2063.561214 21.452070 727.593392 -13.236626 13.537985 705600.000000 707631.496086 1027.558238 374.783204 652.775035 24.182274 0.150680 18.050385 317.189610 39.543209 18.033443 634.702985 0.038607 0.000000 0.000000 0.000000 
14 0.55 0.55 0.44 2792.359214 2043.369398 21.455083 727.534733 -13.236626 13.557359 705600.000000 707652.444312 1027.552540 374.778099 652.774441 24.182274 0.160367 18.050176 317.184518 39.543404 18.032458 634.695655 0.046328 0.000000 0.000000 0.000000 
15 0.55 0.55 0.44 2848.228429 2099.451373 21.608711 727.168345 -13.236626 13.569322 705600.000000 707648.234070 1027.527280 374.756265 652.771015 24.178617 0.166348 18.048865 317.166224 39.541176 18.036551 634.649529 0.084935 0.000000 0.000000 0.000000 
16 0.55 0.55 0.41 2892.576394 2143.228604 22.131187 727.216603 -13.236626 13.569619 705600.000000 707770.153169 1027.525149 374.753829 652.771319 24.166119 0.166497 18.049042 317.162449 39.542338 18.030598 634.655786 0.084935 0.000000 0.000000 0.000000 
17 0.55 0.55 0.41 2893.537661 2144.031490 22.302452 727.203719 -13.236626 13.581690 705600.000000 707740.968719 1027.525717 374.754479 652.771238 24.162103 0.172532 18.048995 317.163042 39.542442 18.032186 634.654116 0.084935 0.000000 0.000000 0.000000 
18 0.55 0.55 0.44 2946.301384 2199.189709 21.298915 725.812761 -13.236626 13.749558 705600.000000 707842.902416 1027.429659 374.671439 652.758220 24.187024 0.256466 18.044015 317.088138 39.539286 18.047568 634.479010 0.231642 0.000000 0.000000 0.000000 
19 0.55 0.55 0.44 2887.716132 2140.895862 21.000716 725.819554 -13.236626 13.742889 705600.000000 707808.952720 1027.429361 374.671097 652.758264 24.194243 0.253132 18.044040 317.088577 39.538480 18.046732 634.479890 0.231642 0.000000 0.000000 0.000000 
20 0.55 0.55 0.44 2809.256469 2061.738927 21.840608 725.676934 -13.236626 13.752335 705600.000000 707842.885524 1027.419083 374.662165 652.756918 24.173981 0.257855 18.043530 317.080801 39.537834 18.047884 634.461950 0.247084 0.000000 0.000000 0.000000 
21 0.55 0.55 0.47 2812.307324 2070.574924 17.144554 724.587846 -13.236626 13.872002 705600.000000 707915.123466 1027.342852 374.596152 652.746699 24.294255 0.317688 18.039632 317.022288 39.534233 18.058915 634.324879 0.362905 0.000000 0.000000 0.000000 
22 0.55 0.55 0.47 2833.300524 2092.793465 17.017398 723.489661 -13.236626 13.886144 705600.000000 707962.830077 1027.250460 374.514477 652.735983 24.297828 0.324759 18.035716 316.952271 39.526490 18.054640 634.187175 0.494169 0.000000 0.000000 0.000000 
23 0.55 0.55 0.50 2834.561981 2096.144705 15.190130 723.227146 -13.236626 13.913403 705600.000000 707988.590259 1027.228898 374.495464 652.733434 24.349186 0.338389 18.034779 316.933907 39.526779 18.054137 634.154242 0.525054 0.000000 0.000000 0.000000 
24 0.55 0.55 0.48 2870.615770 2128.714930 18.554500 723.346340 -13.236626 13.925726 705600.000000 707917.657464 1027.240210 374.505578 652.734631 24.257293 0.344550 18.035203 316.943022 39.527354 18.055875 634.169145 0.509611 0.000000 0.000000 0.000000 
25 0.55 0.55 0.48 2792.795960 2051.547698 18.012918 723.235343 -13.236626 13.920453 705600.000000 707906.393576 1027.228541 374.495054 652.733488 24.271452 0.341914 18.034809 316.935627 39.524618 18.053131 634.155303 0.525054 0.000000 0.000000 0.000000 
26 0.55 0.55 0.48 2813.998450 2071.118690 19.190223 723.689537 -13.236626 13.919326 705600.000000 707886.703882 1027.266493 374.528582 652.737911 24.240823 0.341350 18.036429 316.962669 39.529483 18.054642 634.212265 0.471004 0.000000 0.000000 0.000000 
27 0.55 0.55 0.54 2764.750881 2034.597711 10.714299 719.438871 -13.626056 13.844366 705600.000000 707883.683971 1026.940347 374.243080 652.697267 24.485873 0.109155 18.021242 316.712174 39.509665 18.069308 633.678229 0.949730 0.000000 0.000000 0.000000 
28 0.55 0.55 0.54 2819.692797 2088.076634 12.548927 719.067235 -13.626056 13.868551 705600.000000 707966.438907 1026.907031 374.213447 652.693584 24.425740 0.121247 18.019918 316.685108 39.508420 18.065828 633.631698 0.996058 0.000000 0.000000 0.000000 
29 0.55 0.55 0.52 2888.998830 2157.748981 12.706242 718.543607 -13.626056 13.873750 705600.000000 707994.593777 1026.863854 374.175356 652.688498 24.420808 0.123847 18.018050 316.652514 39.504791 18.064659 633.566010 1.057830 0.000000 0.000000 0.000000 
30 0.55 0.55 0.52 2906.533181 2175.945254 12.551314 718.036613 -13.626056 13.887499 705600.000000 708031.698020 1026.819942 374.136425 652.683517 24.425740 0.130721 18.016243 316.618380 39.501801 18.061437 633.502479 1.119601 0.000000 0.000000 0.000000 
31 0.55 0.55 0.50 2913.814154 2183.743808 12.379037 717.691309 -13.646353 13.899606 705600.000000 708036.083225 1026.793749 374.113527 652.680223 24.431166 0.126626 18.015009 316.597644 39.500873 18.062928 633.459087 1.158208 0.000000 0.000000 0.000000 
32 0.55 0.55 0.50 2903.564608 2173.375106 12.171159 718.018342 -13.646353 13.897291 705600.000000 708043.370169 1026.820744 374.137345 652.683400 24.437795 0.125469 18.016176 316.617673 39.503495 18.063687 633.500112 1.119601 0.000000 0.000000 0.000000 
33 0.55 0.55 0.48 2819.993467 2090.877594 11.098235 718.017638 -13.646353 13.897162 705600.000000 708038.721319 1026.820778 374.137382 652.683396 24.472995 0.125404 18.016174 316.618817 39.502391 18.063776 633.500020 1.119601 0.000000 0.000000 0.000000 
34 0.55 0.55 0.52 2802.872926 2098.177399 1.969466 702.726061 -13.646353 14.543012 705600.000000 708041.895715 1025.589864 373.054215 652.535649 24.920031 0.448330 17.961591 315.674055 39.418569 18.059380 631.580750 2.895519 0.000000 0.000000 0.000000 
35 0.55 0.55 0.52 2810.907049 2105.934610 2.952311 702.020128 -13.646353 14.547936 705600.000000 708102.850690 1025.529878 373.001132 652.528745 24.846642 0.450791 17.959074 315.629345 39.412713 18.056041 631.492251 2.980454 0.000000 0.000000 0.000000 
36 0.55 0.55 0.50 2865.780976 2162.464119 2.204411 701.112447 -13.646353 14.553690 705600.000000 708127.836471 1025.453937 372.934037 652.519900 24.901275 0.453668 17.955837 315.572451 39.405749 18.052927 631.378420 3.088553 0.000000 0.000000 0.000000 
37 0.55 0.55 0.50 2900.857410 2197.252481 3.206380 700.398549 -13.646353 14.573173 705600.000000 708136.746728 1025.394301 372.881356 652.512945 24.830634 0.463410 17.953291 315.527464 39.400601 18.050568 631.288888 3.173489 0.000000 0.000000 0.000000 
38 0.55 0.55 0.49 2897.824751 2193.733951 3.680304 700.410496 -13.646353 14.558039 705600.000000 708175.860568 1025.393776 372.880754 652.513022 24.800707 0.455843 17.953335 315.527523 39.399896 18.049097 631.290436 3.173489 0.000000 0.000000 0.000000 
39 0.55 0.55 0.49 2864.774319 2174.694416 2.718166 687.361737 -13.646353 14.852105 705600.000000 708183.729753 1024.312505 371.926371 652.386134 24.874266 0.602876 17.906787 314.710395 39.309189 18.014694 629.653675 4.717765 0.000000 0.000000 0.000000 
40 0.55 0.55 0.49 2864.041844 2173.958847 2.912701 687.170296 -13.646353 14.838042 705600.000000 708218.310060 1024.296098 371.911840 652.384259 24.859783 0.595845 17.906104 314.698877 39.306858 18.013651 629.629678 4.740930 0.000000 0.000000 0.000000 
41 0.55 0.55 0.49 2854.459241 2163.205000 4.977807 686.276434 -13.649974 14.827146 705600.000000 708286.540219 1024.219552 371.844049 652.375502 24.736175 0.588586 17.902918 314.642639 39.298492 18.008835 629.517638 4.849029 0.000000 0.000000 0.000000 
42 0.55 0.55 0.49 2916.279189 2222.933749 7.441346 685.904093 -13.649974 14.829812 705600.000000 708339.947907 1024.186271 371.814454 652.371817 24.621852 0.589919 17.901592 314.617669 39.295193 18.005446 629.471013 4.895357 0.000000 0.000000 0.000000 
43 0.55 0.55 0.49 2887.079700 2193.891943 8.373651 684.814106 -13.649974 14.837231 705600.000000 708409.960227 1024.093520 371.732367 652.361154 24.584096 0.593628 17.897706 314.548183 39.286477 18.000162 629.334371 5.026621 0.000000 0.000000 0.000000 
44 0.55 0.55 0.49 2887.862345 2232.248021 0.345744 655.268579 -13.974524 15.069370 705600.000000 708459.018156 1021.635736 369.562138 652.073598 25.169395 0.547423 17.792426 312.699579 39.070133 17.912707 625.628662 8.532229 0.000000 0.000000 0.000000 
45 0.55 0.55 0.50 2934.859664 2295.604618 0.330533 638.924513 -14.161459 15.079689 705600.000000 708588.665065 1020.269052 368.354714 651.914338 25.294769 0.459115 17.734268 311.675106 38.945340 17.857231 623.578964 10.478143 0.000000 0.000000 0.000000 
46 0.55 0.55 0.49 2910.293168 2271.944051 0.723164 637.625954 -14.161459 15.087317 705600.000000 708581.845908 1020.167726 368.266488 651.901238 25.057883 0.462929 17.729598 311.601806 38.935083 17.852462 623.424499 10.624277 0.000000 0.000000 0.000000 
47 0.55 0.55 0.49 2889.111444 2262.801777 0.296268 626.013398 -14.161459 15.249077 705600.000000 708598.305082 1019.197075 367.408987 651.788088 25.212193 0.543809 17.688368 310.873909 38.846710 17.813338 621.968170 12.006580 0.000000 0.000000 0.000000 
48 0.55 0.55 0.49 2905.747308 2281.422256 0.972246 623.352806 -14.161459 15.273842 705600.000000 708544.395112 1018.974775 367.212612 651.762163 25.035334 0.556192 17.678986 310.707139 38.826487 17.804399 621.634507 12.323257 0.000000 0.000000 0.000000 
49 0.55 0.55 0.49 2817.356782 2198.127286 0.544174 618.685322 -14.161459 15.338806 705600.000000 708513.754248 1018.584206 366.867523 651.716683 25.117984 0.588674 17.662232 310.414573 38.790718 17.788426 621.049161 12.879096 0.000000 0.000000 0.000000 
50 0.55 0.55 0.50 2843.731863 2233.043749 0.437163 610.250951 -14.161459 15.441522 705600.000000 708504.295782 1017.879288 366.244790 651.634498 25.180295 0.640031 17.632365 309.885891 38.726534 17.760012 619.991410 13.883076 0.000000 0.000000 0.000000 
51 0.55 0.55 0.50 2868.992439 2259.424422 0.413881 609.154137 -14.161459 15.444347 705600.000000 708459.505557 1017.786845 366.163049 651.623796 25.206368 0.641444 17.628373 309.817150 38.717525 17.755655 619.853877 14.014265 0.000000 0.000000 0.000000 
52 0.55 0.55 0.50 2813.964869 2203.742253 0.421641 609.800975 -14.161459 15.450509 705600.000000 708511.971837 1017.841148 366.211048 651.630100 25.199744 0.644525 17.630760 309.857694 38.722593 17.757979 619.934995 13.937126 0.000000 0.000000 0.000000 
53 0.55 0.55 0.50 2827.194504 2217.856934 0.900030 608.437541 -14.161459 15.457461 705600.000000 708569.031326 1017.734380 366.118025 651.616354 25.372331 0.648001 17.626126 309.780337 38.711562 17.752710 619.772412 14.091232 0.000000 0.000000 0.000000 
54 0.55 0.55 0.51 2794.754402 2208.955925 0.756367 585.042110 -14.161459 15.725443 705600.000000 708611.256529 1015.768665 364.379901 651.388765 25.132287 0.781992 17.543128 308.305818 38.530955 17.671342 616.830103 16.887319 0.000000 0.000000 0.000000 
55 0.55 0.55 0.51 2763.570010 2178.053124 0.868464 584.648422 -14.161459 15.739841 705600.000000 708604.407531 1015.743402 364.358910 651.384492 25.106567 0.789191 17.541684 308.289231 38.527995 17.670032 616.789105 16.925355 0.000000 0.000000 0.000000 
56 0.56 0.56 0.50 2759.690334 2196.050055 0.516430 563.123850 -14.415909 15.756254 705600.000000 708617.310640 1013.949527 362.775288 651.174239 25.275399 0.670173 17.465708 306.948173 38.361407 17.594709 614.098194 19.481336 0.000000 0.000000 0.000000 
57 0.56 0.56 0.50 2821.473704 2260.032332 0.457629 560.983744 -14.415909 15.763767 705600.000000 708651.980496 1013.777631 362.624694 651.152937 25.204261 0.673929 17.457983 306.822125 38.344586 17.586945 613.838193 19.727799 0.000000 0.000000 0.000000 
58 0.56 0.56 0.51 2789.834365 2246.907446 1.292189 541.634731 -14.649404 15.782499 705600.000000 708718.842198 1012.211872 361.250631 650.961241 25.437756 0.566548 17.390067 305.665990 38.194575 17.518856 611.470389 21.971996 0.000000 0.000000 0.000000 
59 0.56 0.56 0.52 2790.091352 2280.965180 1.779689 507.346483 -14.649404 15.989241 705600.000000 708721.805651 1009.370208 358.745022 650.625186 25.475354 0.669919 17.269123 303.549228 37.926670 17.396285 607.204064 26.024837 0.000000 0.000000 0.000000 
60 0.56 0.56 0.52 2800.436793 2292.945313 1.178355 506.313124 -14.649404 15.983933 705600.000000 708805.178221 1009.283231 358.668138 650.615093 25.408848 0.667264 17.265626 303.484471 37.918041 17.392037 607.074502 26.148554 0.000000 0.000000 0.000000 
61 0.56 0.56 0.50 2855.174192 2348.407224 0.839151 505.927817 -14.649404 15.998958 705600.000000 708857.959271 1009.243423 358.631662 650.611762 25.355924 0.674777 17.264585 303.452237 37.914839 17.390488 607.017823 26.203450 0.000000 0.000000 0.000000 
62 0.56 0.56 0.50 2868.803108 2373.621879 5.156622 490.024607 -14.883004 16.021327 705600.000000 708917.086253 1008.036590 357.586906 650.449684 25.708954 0.569162 17.210076 302.584919 37.791911 17.334694 605.157558 27.957432 0.000000 0.000000 0.000000 
63 0.56 0.56 0.51 2752.851732 2284.696142 4.612345 463.543245 -15.242723 16.024095 705600.000000 708857.376466 1005.967151 355.784038 650.183113 25.689605 0.390686 17.119357 301.078882 37.585799 17.240517 601.995950 30.946646 0.000000 0.000000 0.000000 
64 0.56 0.56 0.52 2767.866949 2305.751074 0.147541 461.968334 -15.298102 16.025643 705600.000000 708830.789217 1005.851864 355.685003 650.166861 25.189812 0.363770 17.114838 300.996365 37.573800 17.235158 601.815230 31.116474 0.000000 0.000000 0.000000 
65 0.56 0.56 0.52 2728.046733 2268.252080 0.133403 459.661250 -15.298102 16.014988 705600.000000 708782.787768 1005.627152 355.481015 650.146137 25.233079 0.358443 17.106018 300.819387 37.555611 17.226830 601.492392 31.426915 0.000000 0.000000 0.000000 
66 0.56 0.56 0.51 2691.566279 2238.453521 0.129088 452.983670 -15.384512 16.026339 705600.000000 708777.117289 1005.268803 355.199185 650.069618 25.253518 0.320913 17.083647 300.611229 37.504310 17.203346 600.872810 31.993462 0.000000 0.000000 0.000000 
67 0.56 0.56 0.53 2724.995557 2285.165480 3.317258 436.512820 -15.754367 16.043036 705600.000000 708819.365884 1004.234603 354.345148 649.889455 25.623373 0.144335 17.031133 299.934929 37.379086 17.145177 599.178054 33.566224 0.000000 0.000000 0.000000 
68 0.56 0.56 0.53 2638.437139 2206.997635 0.035985 431.403519 -15.812009 16.048422 705600.000000 708744.422070 1003.898837 354.064392 649.834445 25.250567 0.118206 17.014018 299.711804 37.338570 17.127067 598.636862 34.070516 0.000000 0.000000 0.000000 
69 0.56 0.56 0.53 2710.079873 2286.668068 2.256234 421.155570 -16.028756 16.071501 705600.000000 708783.655172 1003.314020 353.594937 649.719083 25.553232 0.021373 16.982546 299.352738 37.259653 17.090931 597.645045 34.983107 0.000000 0.000000 0.000000 
70 0.56 0.56 0.53 2664.089648 2241.289392 1.913413 420.886843 -16.028756 16.077953 705600.000000 708818.378700 1003.392710 353.682038 649.710672 25.526649 0.024599 16.982098 299.441073 37.258866 17.090062 597.721258 34.899352 0.000000 0.000000 0.000000 
71 0.56 0.56 0.52 2611.393966 2190.785141 0.845817 419.763008 -16.028756 16.078350 705600.000000 708769.898567 1003.429793 353.737586 649.692208 25.422964 0.024797 16.977616 299.508153 37.251817 17.086481 597.723696 34.882030 0.000000 0.000000 0.000000 
72 0.56 0.56 0.52 2677.437463 2258.212748 0.171737 419.052978 -16.028756 16.088028 705600.000000 708841.524781 1003.441590 353.760375 649.681215 25.309819 0.029636 16.976607 299.536483 37.247284 17.083814 597.711105 34.886296 0.000000 0.000000 0.000000 
73 0.56 0.56 0.53 2657.118866 2245.334293 2.491717 409.292857 -16.288612 16.092283 705600.000000 708888.243864 1003.022826 353.459278 649.563549 25.569675 -0.098164 16.949004 299.337481 37.172792 17.049724 596.914541 35.599284 0.000000 0.000000 0.000000 
74 0.56 0.56 0.54 2641.276680 2236.040643 0.258867 404.977170 -16.288612 16.204627 705600.000000 708858.471987 1002.987913 353.484991 649.502921 25.104011 -0.041992 16.936734 299.406833 37.141424 17.034875 596.726225 35.741822 0.000000 0.000000 0.000000 
75 0.56 0.56 0.53 2662.240890 2259.040758 0.086665 403.113467 -16.288612 16.229540 705600.000000 708873.318025 1003.016368 353.542062 649.474305 25.151896 -0.029536 16.931045 299.484225 37.126793 17.028655 596.692540 35.753110 0.000000 0.000000 0.000000 
76 0.56 0.56 0.53 2651.538661 2250.059969 0.086383 401.392310 -16.288612 16.240020 705600.000000 708895.932760 1002.990564 353.539868 649.450696 25.151896 -0.024296 16.925425 299.497678 37.116765 17.022724 596.605381 35.822591 0.000000 0.000000 0.000000 
77 0.56 0.56 0.52 2643.142657 2241.271731 0.086161 401.784765 -16.288612 16.250231 705600.000000 708928.721673 1003.023149 353.568554 649.454595 25.151896 -0.019190 16.927303 299.522296 37.118955 17.024221 596.653599 35.776775 0.000000 0.000000 0.000000 
78 0.56 0.56 0.53 2601.553060 2211.304418 1.139542 389.109099 -16.288612 16.547614 705600.000000 708890.727385 1002.853541 353.573347 649.280194 25.454327 0.129501 16.891623 299.650212 37.031511 16.980559 596.027232 36.272403 0.000000 0.000000 0.000000 
79 0.56 0.56 0.53 2632.682273 2242.004073 0.355259 390.322941 -16.288612 16.550902 705600.000000 708944.050207 1002.878534 353.582068 649.296465 25.087380 0.131145 16.896901 299.645414 37.039753 16.984815 596.094717 36.216933 0.000000 0.000000 0.000000 
80 0.56 0.56 0.53 2684.300928 2298.831200 0.052839 385.416889 -16.371984 16.565221 705600.000000 708998.750454 1002.916146 353.693222 649.222924 25.170752 0.096619 16.882976 299.799044 37.011202 16.968201 595.965082 36.289642 0.000000 0.000000 0.000000 
81 0.56 0.56 0.53 2757.746112 2371.263659 1.283732 385.198721 -16.371984 16.550356 705600.000000 709141.815377 1003.007572 353.793150 649.214421 24.964827 0.089186 16.881874 299.898363 37.012913 16.967416 596.058006 36.188999 0.000000 0.000000 0.000000 
82 0.56 0.56 0.53 2670.121803 2282.902351 2.105587 385.113864 -16.371984 16.549829 705600.000000 709090.004463 1002.995908 353.781887 649.214022 25.541249 0.088922 16.881262 299.893337 37.007287 16.967244 596.042299 36.204479 0.000000 0.000000 0.000000 
83 0.56 0.56 0.53 2714.803427 2330.104943 0.070976 384.627509 -16.371984 16.551667 705600.000000 709155.082736 1003.051579 353.847901 649.203678 25.273473 0.089841 16.880167 299.959903 37.007832 16.965735 596.085874 36.152069 0.000000 0.000000 0.000000 
84 0.56 0.56 0.53 2614.284482 2229.247320 0.078633 384.958529 -16.371984 16.544211 705600.000000 709115.315610 1003.035929 353.826403 649.209525 25.277064 0.086113 16.880779 299.940249 37.005375 16.966827 596.080439 36.162260 0.000000 0.000000 0.000000 
85 0.56 0.56 0.53 2579.236429 2195.501858 0.345561 383.389010 -16.371984 16.536946 705600.000000 709112.881593 1003.042154 353.855734 649.186420 25.087246 0.082481 16.875465 299.987525 36.992744 16.961476 596.033374 36.191569 0.000000 0.000000 0.000000 
86 0.56 0.56 0.53 2652.373355 2267.865620 0.077451 384.430284 -16.371984 16.529897 705600.000000 709120.417457 1003.107308 353.909515 649.197794 25.277064 0.078956 16.879352 300.028511 37.001652 16.965054 596.139846 36.092893 0.000000 0.000000 0.000000 
87 0.56 0.56 0.54 2598.732956 2222.555444 0.970258 375.207253 -16.522894 16.545373 705600.000000 709103.039070 1003.038605 353.970874 649.067731 25.437633 0.011239 16.852749 300.178612 36.939513 16.933492 595.744318 36.389920 0.000000 0.000000 0.000000 
88 0.56 0.56 0.54 2599.265737 2225.027278 0.076287 374.162171 -16.522894 16.545032 705600.000000 709081.604148 1003.044882 353.992753 649.052129 25.155681 0.011069 16.848826 300.210168 36.933759 16.929998 595.715778 36.406353 0.000000 0.000000 0.000000 
89 0.56 0.56 0.54 2600.202255 2227.132302 0.076334 372.993619 -16.522894 16.548918 705600.000000 709087.157472 1003.090503 354.057899 649.032604 25.155681 0.013012 16.843937 300.290662 36.923300 16.926071 595.726328 36.380205 0.000000 0.000000 0.000000 
90 0.56 0.56 0.54 2641.922468 2271.010940 0.000418 370.911110 -16.588131 16.562118 705600.000000 709154.505607 1003.074008 354.070934 649.003074 25.220917 -0.013006 16.839594 300.313784 36.917556 16.919080 595.634508 36.449487 0.000000 0.000000 0.000000 
91 0.56 0.56 0.54 2646.721376 2274.542237 2.047831 370.131307 -16.588131 16.575174 705600.000000 709167.359357 1003.081030 354.089463 648.991568 25.537375 -0.006478 16.837688 300.345905 36.905870 16.916333 595.614445 36.460790 0.000000 0.000000 0.000000 
92 0.56 0.56 0.54 2623.596615 2251.350505 2.047813 370.198298 -16.588131 16.597917 705600.000000 709101.027444 1003.049881 354.055881 648.994000 25.537375 0.004893 16.838511 300.301445 36.915925 16.916508 595.582712 36.494780 0.000000 0.000000 0.000000 
93 0.56 0.56 0.54 2610.498910 2240.599243 3.736921 366.162746 -16.700228 16.589822 705600.000000 709033.386890 1003.086194 354.152816 648.933378 25.649472 -0.055203 16.827918 300.436898 36.888000 16.902827 595.480810 36.549741 0.000000 0.000000 0.000000 
94 0.56 0.56 0.53 2596.253788 2229.476534 3.736530 363.040724 -16.700228 16.597148 705600.000000 709050.031712 1003.090611 354.202922 648.887688 25.649472 -0.051540 16.818060 300.516273 36.868589 16.892116 595.378148 36.617425 0.000000 0.000000 0.000000 
95 0.56 0.56 0.52 2614.447552 2250.665235 0.609235 363.173082 -16.700228 16.597936 705600.000000 709107.956999 1003.115746 354.227551 648.888196 25.391549 -0.051146 16.818131 300.540758 36.868662 16.892561 595.410476 36.585159 0.000000 0.000000 0.000000 
96 0.56 0.56 0.53 2648.949604 2284.025292 0.685786 364.238526 -16.710814 16.598018 705600.000000 709119.500244 1003.050764 354.143714 648.907050 25.402135 -0.056398 16.821119 300.437506 36.885089 16.896135 595.377262 36.633654 0.000000 0.000000 0.000000 
