
MC properties:
   MC Sweeps:       70000
   Mesh disp:       1.500000
   Bias type:       Minimum
   Bias strength:   20.000000
   Bias location:   19.086957
   InitialHeight:   19.086957
   RandSeed:        2
   Boundary Cond:   Frame

Mesh Properties:
   Bending Modulus: 20.000000
   Lx:              840.000000
   Ly:              840.000000
   Node nums in x:  70
   Node nums in y:  70

Particle Properties:
   Ptype num:       3
   Lengths:         3.5 17.5 20.0 7.5 17.5 30.0
   Binding str:     10.5 0.0 4.75
   Binding ranges:  4.0 0.0 4.0
   Densities:       200.0 4000.0 500.0 200.0 7520.0 480.0
   PDiam:           4.000000

Output Options:
   Tag:             Z_19.086956521739133
   OutputDir:       ../Simulation_Results/
   Framenums:       0
   Datanums:        50000
   Histbnums:       0

Restart Info:
   Inputfilename:   None
   Equil option:    No

Error Check:        Naw

#Sweep(1) TAcc(2) NAcc(3) SHAcc(4) TotE(5) MeshE(6) BiasE(7) Veff(8) ZBot(9) ZTop(10) TotAreaBot(11) TotAreaTop(12) TotPop(13) TotPopBot(14) TotPopTop(15) ThetaValTop(16) ThetaValBot(17) NBot1(18) NBot2(19) NBot3(20) NTop1(21) NTop2(22) NTop3(23) Bonds1(24) Bonds2(25) Bonds3(26) 
14 0.55 0.55 0.44 2870.186507 2036.861023 17.219437 816.106046 -10.171408 10.594138 705600.000000 707635.599519 1032.250535 369.930939 662.319596 18.160275 0.211365 16.999106 321.951714 30.980120 17.194475 645.125121 0.000000 0.000000 0.000000 0.000000 
15 0.55 0.55 0.44 2918.869176 2085.387770 18.590936 814.890470 -10.171408 10.605577 705600.000000 707618.765411 1032.176490 369.998656 662.177834 18.124049 0.217085 17.019655 321.870737 31.108264 17.190150 644.987684 0.000000 0.000000 0.000000 0.000000 
16 0.55 0.55 0.41 2896.235500 2059.511813 20.035021 816.688666 -10.171408 10.607022 705600.000000 707665.057835 1032.312794 369.897266 662.415529 18.087267 0.217807 17.016293 321.991001 30.889972 17.196573 645.218956 0.000000 0.000000 0.000000 0.000000 
17 0.55 0.55 0.41 2867.480632 2034.168214 18.305224 815.007193 -10.171408 10.621444 705600.000000 707672.566135 1032.179290 369.992349 662.186940 18.131588 0.225018 17.013329 321.878436 31.100585 17.190561 644.996379 0.000000 0.000000 0.000000 0.000000 
18 0.55 0.55 0.44 2935.648397 2119.150683 13.167435 803.330278 -10.171408 10.800374 705600.000000 707803.091407 1031.377178 370.646969 660.730209 18.278608 0.314483 17.118759 321.099190 32.429021 17.149169 643.581040 0.000000 0.000000 0.000000 0.000000 
19 0.55 0.55 0.44 2931.147068 2113.109125 12.384501 805.653442 -10.171408 10.785953 705600.000000 707810.377726 1031.554220 370.515936 661.038284 18.303053 0.307272 17.115369 321.254580 32.145987 17.157468 643.880816 0.000000 0.000000 0.000000 0.000000 
20 0.55 0.55 0.44 2856.627430 2036.493416 14.228464 805.905550 -10.171408 10.784297 705600.000000 707784.626814 1031.583087 370.501275 661.081812 18.246285 0.306445 17.124277 321.272090 32.104908 17.158853 643.922959 0.000000 0.000000 0.000000 0.000000 
21 0.55 0.55 0.47 2861.180669 2053.400256 10.613899 797.166514 -10.171408 10.911156 705600.000000 707816.326707 1030.954552 370.992480 659.962072 18.363179 0.369874 17.175083 320.687983 33.129413 17.127432 642.834640 0.000000 0.000000 0.000000 0.000000 
22 0.55 0.55 0.47 2929.672109 2116.870014 18.524352 794.277743 -10.171408 10.931764 705600.000000 707923.828842 1030.738594 371.155224 659.583370 18.128316 0.380178 17.183290 320.495073 33.476861 17.117354 642.466016 0.000000 0.000000 0.000000 0.000000 
23 0.55 0.55 0.50 2896.050297 2089.304527 15.562472 791.183298 -10.171408 10.952004 705600.000000 707868.371174 1030.507754 371.329532 659.178223 18.209171 0.390298 17.192597 320.288420 33.848515 17.106543 642.071680 0.000000 0.000000 0.000000 0.000000 
24 0.55 0.55 0.48 2941.627923 2133.231789 16.808924 791.587209 -10.171408 10.963432 705600.000000 707854.507082 1030.561960 371.305685 659.256274 18.174485 0.396012 17.215903 320.315613 33.774169 17.107770 642.148504 0.000000 0.000000 0.000000 0.000000 
25 0.55 0.55 0.48 2844.208883 2035.906070 15.618203 792.684610 -10.171408 10.965836 705600.000000 707810.949039 1030.641305 371.243983 659.397322 18.207740 0.397214 17.209737 320.389178 33.645069 17.111924 642.285398 0.000000 0.000000 0.000000 0.000000 
26 0.55 0.55 0.48 2876.785621 2070.317119 15.041177 791.427326 -10.171408 10.971443 705600.000000 707797.561525 1030.553055 371.314551 659.238504 18.224368 0.400018 17.218499 320.305929 33.790123 17.108153 642.130352 0.000000 0.000000 0.000000 0.000000 
27 0.55 0.55 0.50 2815.553962 2042.615081 4.333353 768.605528 -10.560839 10.966096 705600.000000 707818.688787 1029.069602 372.590127 656.479475 18.623691 0.202628 17.508183 318.785872 36.296072 17.028770 639.450705 0.000000 0.000000 0.000000 0.000000 
28 0.55 0.55 0.50 2849.459724 2072.648752 8.229720 768.581253 -10.560839 10.996065 705600.000000 707911.222189 1029.086757 372.590628 656.496129 18.447333 0.217613 17.526464 318.785537 36.278628 17.029652 639.466477 0.000000 0.000000 0.000000 0.000000 
29 0.55 0.55 0.48 2886.582344 2110.198046 7.712221 768.672077 -10.560839 10.996442 705600.000000 707938.145735 1029.098756 372.585275 656.513480 18.467893 0.217802 17.531697 318.791464 36.262115 17.029743 639.483737 0.000000 0.000000 0.000000 0.000000 
30 0.55 0.55 0.48 2901.038494 2122.919867 8.569280 769.549347 -10.560839 11.018722 705600.000000 707942.126352 1029.179946 372.535146 656.644800 18.434390 0.228941 17.545845 318.849444 36.139857 17.031940 639.612860 0.000000 0.000000 0.000000 0.000000 
31 0.55 0.55 0.47 2951.112692 2175.045323 7.380128 768.687241 -10.581136 11.021693 705600.000000 708011.775272 1029.114150 372.583774 656.530376 18.481498 0.220278 17.546530 318.792254 36.244990 17.029336 639.501040 0.000000 0.000000 0.000000 0.000000 
32 0.55 0.55 0.47 2948.949168 2173.794555 7.380666 767.773947 -10.581136 11.024130 705600.000000 707989.794237 1029.042618 372.635375 656.407243 18.481498 0.221497 17.546148 318.730894 36.358333 17.025834 639.381409 0.000000 0.000000 0.000000 0.000000 
33 0.55 0.55 0.45 2860.144814 2083.738393 7.683740 768.722681 -10.581136 11.029132 705600.000000 707949.562139 1029.120593 372.581603 656.538990 18.469155 0.223998 17.549783 318.795167 36.236653 17.029941 639.509049 0.000000 0.000000 0.000000 0.000000 
34 0.55 0.55 0.48 2855.285311 2106.155305 2.123391 747.006615 -10.581136 11.667131 705600.000000 707968.253831 1027.699979 373.795748 653.904232 18.784587 0.542998 17.805532 317.359397 38.630818 16.965181 636.939051 0.000000 0.000000 0.000000 0.000000 
35 0.55 0.55 0.48 2817.046250 2066.938261 2.510451 747.597538 -10.581136 11.667880 705600.000000 707988.863318 1027.745798 373.762385 653.983414 18.754150 0.543372 17.806176 317.398223 38.557986 16.966580 637.016834 0.000000 0.000000 0.000000 0.000000 
36 0.55 0.55 0.50 2899.265357 2147.233446 4.115000 747.916911 -10.581136 11.605875 705600.000000 708045.679840 1027.747560 373.745409 654.002151 18.648067 0.512369 17.785757 317.416329 38.543322 16.964848 637.037303 0.000000 0.000000 0.000000 0.000000 
37 0.55 0.55 0.50 2896.644561 2142.907061 4.121755 749.615745 -10.581136 11.618975 705600.000000 708087.441267 1027.888316 373.649072 654.239244 18.648067 0.518920 17.793704 317.531112 38.324257 16.971908 637.267336 0.000000 0.000000 0.000000 0.000000 
38 0.55 0.55 0.49 2882.235882 2129.073731 3.218277 749.943874 -10.581136 11.612785 705600.000000 708119.659163 1027.897693 373.631269 654.266425 18.702756 0.515824 17.775542 317.554686 38.301041 16.974966 637.291459 0.000000 0.000000 0.000000 0.000000 
39 0.55 0.55 0.49 2862.201150 2117.372125 0.559406 744.269618 -10.581136 11.920668 705600.000000 708113.299522 1027.565535 373.946702 653.618833 19.012519 0.669766 17.871549 317.190489 38.884664 16.968335 636.650498 0.000000 0.000000 0.000000 0.000000 
40 0.55 0.55 0.49 2898.371593 2153.422223 0.876492 744.072878 -10.581136 11.909561 705600.000000 708123.003439 1027.550251 373.957811 653.592440 18.939425 0.664212 17.871335 317.177563 38.908913 16.967840 636.624601 0.000000 0.000000 0.000000 0.000000 
41 0.55 0.55 0.51 2919.952880 2167.052936 6.339885 746.560059 -10.510456 11.897566 705600.000000 708210.000082 1027.711907 373.818800 653.893107 18.545714 0.693555 17.840729 317.342240 38.635830 16.975510 636.917597 0.000000 0.000000 0.000000 0.000000 
42 0.55 0.55 0.51 2979.508312 2225.616445 6.339860 747.552007 -10.510456 11.897530 705600.000000 708246.568843 1027.779924 373.763204 654.016720 18.545714 0.693537 17.833767 317.406313 38.523124 16.976908 637.039813 0.000000 0.000000 0.000000 0.000000 
43 0.55 0.55 0.51 2929.083825 2174.730415 6.341330 748.012080 -10.510456 11.899648 705600.000000 708289.745927 1027.815503 373.737208 654.078294 18.545714 0.694596 17.827683 317.443044 38.466481 16.984492 637.093802 0.000000 0.000000 0.000000 0.000000 
44 0.55 0.55 0.51 2936.856358 2196.260342 0.418276 740.177739 -10.835006 12.127263 705600.000000 708361.726459 1027.379163 374.171609 653.207554 19.093257 0.646129 17.956214 316.967082 39.248314 17.001894 636.205660 0.000000 0.000000 0.000000 0.000000 
45 0.55 0.55 0.52 2989.300019 2249.064745 0.771955 739.463318 -11.021941 12.123056 705600.000000 708460.401395 1027.370900 374.209719 653.161181 19.240065 0.550557 17.981076 316.942958 39.285685 17.022226 636.138955 0.000000 0.000000 0.000000 0.000000 
46 0.55 0.55 0.51 3009.642956 2269.702667 0.411758 739.528531 -11.021941 12.128287 705600.000000 708456.076766 1027.376024 374.206043 653.169982 19.014239 0.553173 17.983541 316.944943 39.277559 17.020053 636.149928 0.000000 0.000000 0.000000 0.000000 
47 0.55 0.55 0.51 2993.849059 2255.010795 0.511166 738.327097 -11.021941 12.298195 705600.000000 708496.724194 1027.341337 374.271099 653.070239 19.159054 0.638127 18.010326 316.897950 39.362822 17.048249 636.021989 0.000000 0.000000 0.000000 0.000000 
48 0.55 0.55 0.51 2991.240306 2252.836199 0.433150 737.970958 -11.021941 12.317119 705600.000000 708447.500499 1027.309100 374.291419 653.017681 19.113204 0.647589 18.005994 316.873801 39.411624 17.046675 635.971005 0.000000 0.000000 0.000000 0.000000 
49 0.55 0.55 0.53 2933.156305 2194.151351 0.548770 738.456185 -10.953780 12.376668 705600.000000 708419.889513 1027.327556 374.264922 653.062635 19.040795 0.711444 17.994207 316.898314 39.372400 17.040758 636.021877 0.000000 0.000000 0.000000 0.000000 
50 0.55 0.55 0.54 2966.453945 2227.984784 0.614260 737.854901 -10.953780 12.475101 705600.000000 708391.236603 1027.306221 374.297662 653.008559 19.129179 0.760661 18.003791 316.874472 39.419399 17.054672 635.953888 0.000000 0.000000 0.000000 0.000000 
51 0.55 0.55 0.54 2967.894300 2229.004359 0.873782 738.016159 -10.953780 12.467374 705600.000000 708405.394457 1027.315073 374.288732 653.026341 18.964270 0.756797 18.002548 316.882580 39.403604 17.052779 635.973562 0.000000 0.000000 0.000000 0.000000 
52 0.55 0.55 0.54 2915.973008 2177.131971 0.571333 738.269704 -10.953780 12.462192 705600.000000 708423.894519 1027.343869 374.273994 653.069875 19.098150 0.754206 18.010114 316.901372 39.362507 17.055328 636.014548 0.000000 0.000000 0.000000 0.000000 
53 0.55 0.55 0.54 2934.204555 2195.331951 0.733101 738.139504 -10.953780 12.466406 705600.000000 708511.092306 1027.333613 374.281337 653.052277 18.997209 0.756313 18.005634 316.896941 39.378762 17.059198 635.993078 0.000000 0.000000 0.000000 0.000000 
54 0.55 0.55 0.53 2975.231337 2235.952738 0.656585 738.622013 -10.953780 12.434300 705600.000000 708567.947207 1027.368214 374.254217 653.113997 19.160645 0.740260 18.001879 316.929890 39.322448 17.061781 636.052216 0.000000 0.000000 0.000000 0.000000 
55 0.55 0.55 0.53 2962.516181 2223.908774 0.589426 738.017981 -10.953780 12.452501 705600.000000 708537.966750 1027.322972 374.288240 653.034732 19.124296 0.749360 18.000737 316.892595 39.394908 17.062446 635.972286 0.000000 0.000000 0.000000 0.000000 
56 0.55 0.55 0.55 2916.928929 2178.194084 1.041520 737.693325 -11.032787 12.469475 705600.000000 708554.721784 1027.329383 374.305059 653.024324 19.249053 0.718344 18.012584 316.891419 39.401056 17.081424 635.942900 0.000000 0.000000 0.000000 0.000000 
57 0.55 0.55 0.55 2960.011389 2221.701656 1.103222 737.206511 -11.032787 12.474449 705600.000000 708559.596784 1027.294935 374.332374 652.962562 19.257782 0.720831 18.010037 316.864615 39.457722 17.085627 635.876934 0.000000 0.000000 0.000000 0.000000 
58 0.55 0.55 0.56 2980.765824 2244.112877 0.382148 736.270799 -11.266283 12.500146 705600.000000 708626.360453 1027.296416 374.381635 652.914781 19.095741 0.616932 18.030491 316.857570 39.493575 17.136826 635.777955 0.000000 0.000000 0.000000 0.000000 
59 0.55 0.55 0.56 3037.495648 2300.402505 1.412711 735.680431 -11.266283 12.701044 705600.000000 708646.403716 1027.306602 374.412278 652.894325 19.298862 0.717381 18.048114 316.857844 39.506319 17.173767 635.720557 0.000000 0.000000 0.000000 0.000000 
60 0.55 0.55 0.56 3032.014371 2293.443353 3.109789 735.461229 -11.266283 12.695108 705600.000000 708673.619787 1027.284279 374.424889 652.859391 19.447470 0.714413 18.040653 316.844987 39.539249 17.175087 635.684303 0.000000 0.000000 0.000000 0.000000 
61 0.55 0.55 0.56 3103.832949 2366.174418 1.018384 736.640147 -11.052036 12.706682 705600.000000 708773.251832 1027.303977 374.361753 652.942223 19.216170 0.827323 18.012930 316.877864 39.470959 17.134353 635.807870 0.000000 0.000000 0.000000 0.000000 
62 0.55 0.55 0.58 3098.994139 2362.065224 0.811810 736.117105 -11.285636 12.674718 705600.000000 708867.023343 1027.335182 374.387831 652.947351 19.215296 0.694541 18.034780 316.894584 39.458467 17.183282 635.764069 0.000000 0.000000 0.000000 0.000000 
63 0.55 0.55 0.57 3009.429324 2273.274697 0.474701 735.679926 -11.408321 12.662591 705600.000000 708788.242426 1027.338555 374.410712 652.927843 19.150754 0.627135 18.043538 316.895021 39.472152 17.210714 635.717128 0.000000 0.000000 0.000000 0.000000 
64 0.55 0.55 0.58 3012.695372 2276.804270 0.440592 735.450510 -11.463700 12.660236 705600.000000 708791.876162 1027.332707 374.423079 652.909628 19.151248 0.598268 18.044081 316.891066 39.487932 17.221459 635.688169 0.000000 0.000000 0.000000 0.000000 
65 0.55 0.55 0.58 3054.769170 2319.002563 0.380591 735.386015 -11.463700 12.657702 705600.000000 708741.275748 1027.335572 374.426344 652.909227 19.121728 0.597001 18.046987 316.892125 39.487232 17.226286 635.682942 0.000000 0.000000 0.000000 0.000000 
66 0.55 0.55 0.60 2977.322621 2241.095136 0.178575 736.048910 -11.550110 12.395260 705600.000000 708675.617314 1027.322209 374.392057 652.930152 19.086434 0.422575 18.033672 316.883460 39.474925 17.176378 635.753774 0.000000 0.000000 0.000000 0.000000 
67 0.55 0.55 0.61 3046.388251 2311.543865 0.203754 734.640632 -11.919965 12.400044 705600.000000 708681.083605 1027.328568 374.465951 652.862617 19.172436 0.240040 18.053324 316.887647 39.524980 17.268756 635.593861 0.000000 0.000000 0.000000 0.000000 
68 0.55 0.55 0.61 2954.059179 2219.399662 0.190770 734.468747 -11.977607 12.420614 705600.000000 708647.495573 1027.343876 374.465790 652.878086 19.002782 0.221503 18.058045 316.900967 39.506778 17.292582 635.577782 0.007721 0.000000 0.000000 0.000000 
69 0.55 0.55 0.60 2923.951364 2188.755796 0.723654 734.471914 -11.977607 12.435909 705600.000000 708643.741619 1027.336024 374.474470 652.861554 19.270143 0.229151 18.054947 316.895044 39.524479 17.287328 635.574225 0.000000 0.000000 0.000000 0.000000 
70 0.55 0.55 0.59 2942.935757 2208.153547 0.286845 734.495365 -11.977607 12.453826 705600.000000 708699.631631 1027.342664 374.464425 652.878239 18.979684 0.238109 18.051856 316.905070 39.507499 17.295554 635.574964 0.007721 0.000000 0.000000 0.000000 
71 0.55 0.55 0.58 2914.362198 2178.953645 0.773448 734.635104 -11.977607 12.458863 705600.000000 708667.275493 1027.360766 374.464653 652.896113 19.276105 0.240628 18.053220 316.919740 39.491693 17.301852 635.594260 0.000000 0.000000 0.000000 0.000000 
72 0.55 0.55 0.58 2998.580891 2263.451723 0.663168 734.465999 -11.977607 12.467474 705600.000000 708752.039754 1027.351946 374.465511 652.886435 19.260619 0.244933 18.051278 316.914969 39.499263 17.307726 635.570988 0.007721 0.000000 0.000000 0.000000 
73 0.55 0.55 0.58 2995.798741 2259.822810 2.305060 733.670871 -12.102938 12.459739 705600.000000 708771.935972 1027.321661 374.466505 652.855157 19.424094 0.178400 18.052490 316.894900 39.519116 17.336363 635.472465 0.046328 0.000000 0.000000 0.000000 
74 0.55 0.55 0.59 2941.095873 2206.964946 0.867375 733.263552 -12.102938 12.572645 705600.000000 708708.342152 1027.331369 374.479004 652.852366 19.288478 0.234854 18.054588 316.907920 39.516496 17.374804 635.423512 0.054050 0.000000 0.000000 0.000000 
75 0.55 0.55 0.58 2990.280219 2256.318124 0.340386 733.621709 -12.102938 12.589405 705600.000000 708742.474063 1027.355800 374.467418 652.888382 18.968377 0.243234 18.054919 316.927023 39.485476 17.372160 635.469894 0.046328 0.000000 0.000000 0.000000 
76 0.55 0.55 0.58 3026.867288 2292.906023 0.338623 733.622642 -12.102938 12.582103 705600.000000 708800.830716 1027.356046 374.475823 652.880223 18.968377 0.239582 18.053140 316.928949 39.493734 17.373947 635.467669 0.038607 0.000000 0.000000 0.000000 
77 0.55 0.55 0.57 3014.013661 2280.334761 0.242078 733.436822 -12.102938 12.594870 705600.000000 708839.825982 1027.347983 374.477535 652.870448 18.991673 0.245966 18.054728 316.921430 39.501377 17.378306 635.445813 0.046328 0.000000 0.000000 0.000000 
78 0.55 0.55 0.58 3032.981272 2299.502866 1.012701 732.465705 -12.102938 12.889061 705600.000000 708899.615396 1027.358311 374.511207 652.847104 19.294104 0.393061 18.056145 316.942051 39.513011 17.460511 635.324822 0.061771 0.000000 0.000000 0.000000 
79 0.55 0.55 0.58 2998.568418 2265.064959 1.019485 732.483974 -12.102938 12.883553 705600.000000 708923.093858 1027.357790 374.518736 652.839054 19.295181 0.390307 18.054429 316.942482 39.521825 17.460160 635.324845 0.054050 0.000000 0.000000 0.000000 
80 0.55 0.55 0.60 3024.396065 2291.039013 0.043364 733.313688 -12.186311 12.596178 705600.000000 708955.882179 1027.361703 374.491812 652.869891 19.078691 0.204934 18.054716 316.935927 39.501169 17.401263 635.430021 0.038607 0.000000 0.000000 0.000000 
81 0.55 0.55 0.60 3115.198475 2381.615127 0.041537 733.541811 -12.186311 12.587163 705600.000000 708993.310362 1027.376800 374.512958 652.863842 19.078691 0.200426 18.057792 316.943120 39.512046 17.395663 635.460458 0.007721 0.000000 0.000000 0.000000 
82 0.55 0.55 0.60 3043.309629 2309.585693 0.052822 733.671114 -12.186311 12.578657 705600.000000 708983.974790 1027.386744 374.497169 652.889575 19.060181 0.196173 18.052376 316.958000 39.486794 17.401620 635.472512 0.015443 0.000000 0.000000 0.000000 
83 0.55 0.55 0.60 3077.540523 2342.121551 1.784693 733.634279 -12.186311 12.579545 705600.000000 709012.790965 1027.380358 374.499408 652.880950 18.791488 0.196617 18.048668 316.954997 39.495743 17.401632 635.463875 0.015443 0.000000 0.000000 0.000000 
84 0.55 0.55 0.60 2966.738675 2232.567193 0.727332 733.444150 -12.186311 12.570380 705600.000000 708947.732086 1027.356804 374.510584 652.846220 19.272759 0.192035 18.050296 316.931649 39.528638 17.390430 635.440348 0.015443 0.000000 0.000000 0.000000 
85 0.55 0.55 0.60 2936.785950 2202.898909 0.210303 733.676738 -12.186311 12.572359 705600.000000 708917.058856 1027.377902 374.480357 652.897545 18.993939 0.193024 18.050146 316.952112 39.478099 17.394828 635.471831 0.030886 0.000000 0.000000 0.000000 
86 0.55 0.55 0.60 3023.516123 2289.660613 0.208208 733.647302 -12.186311 12.561344 705600.000000 708932.623718 1027.371498 374.490688 652.880811 18.993939 0.187517 18.048724 316.946219 39.495745 17.391808 635.465839 0.023164 0.000000 0.000000 0.000000 
87 0.55 0.55 0.60 2948.964400 2215.766432 0.018292 733.179676 -12.337221 12.578818 705600.000000 708965.678981 1027.392200 374.514321 652.877878 19.100557 0.120799 18.059125 316.961625 39.493572 17.437413 635.417301 0.023164 0.000000 0.000000 0.000000 
88 0.55 0.55 0.60 2966.793239 2233.285954 0.392302 733.114982 -12.337221 12.565158 705600.000000 708964.944897 1027.379359 374.526822 652.852537 19.224672 0.113969 18.056695 316.950928 39.519199 17.431531 635.405562 0.015443 0.000000 0.000000 0.000000 
89 0.55 0.55 0.60 2946.634949 2212.792761 0.819995 733.022193 -12.337221 12.569246 705600.000000 708956.188394 1027.367183 374.523837 652.843347 19.287772 0.116012 18.057280 316.939201 39.527355 17.425758 635.394424 0.023164 0.000000 0.000000 0.000000 
90 0.55 0.55 0.61 2934.478311 2200.395923 1.423241 732.659147 -12.402457 12.576472 705600.000000 708985.059666 1027.366629 374.526024 652.840605 19.353008 0.087007 18.055508 316.945229 39.525287 17.454542 635.347457 0.038607 0.000000 0.000000 0.000000 
91 0.55 0.55 0.61 3003.627024 2270.354424 0.127491 733.145109 -12.314212 12.580126 705600.000000 709051.896340 1027.377425 374.508380 652.869045 19.012857 0.132957 18.054535 316.951765 39.502080 17.429822 635.408338 0.030886 0.000000 0.000000 0.000000 
92 0.55 0.55 0.61 3007.108359 2273.624364 0.131578 733.352417 -12.314212 12.609264 705600.000000 709042.312524 1027.401113 374.521712 652.879401 19.012857 0.147526 18.053908 316.972304 39.495501 17.438353 635.433326 0.007721 0.000000 0.000000 0.000000 
93 0.55 0.55 0.61 2983.228510 2250.534251 0.036467 732.657791 -12.426310 12.600556 705600.000000 709034.543588 1027.366959 374.534534 652.832425 19.124954 0.087123 18.051475 316.948196 39.534864 17.458843 635.342697 0.030886 0.000000 0.000000 0.000000 
94 0.55 0.55 0.61 3033.802541 2300.928255 0.013866 732.860420 -12.388061 12.601214 705600.000000 709072.825579 1027.382319 374.531610 652.850709 19.075759 0.106577 18.058459 316.954566 39.518585 17.452025 635.375521 0.023164 0.000000 0.000000 0.000000 
95 0.55 0.55 0.61 3058.211423 2324.884385 0.079183 733.247855 -12.388061 12.536886 705600.000000 709157.174786 1027.388844 374.502393 652.886451 19.026275 0.074413 18.050831 316.965126 39.486437 17.437378 635.418187 0.030886 0.000000 0.000000 0.000000 
96 0.55 0.55 0.62 3090.956053 2357.947845 0.055057 732.953151 -12.398647 12.538148 705600.000000 709178.592902 1027.368731 374.485022 652.883709 19.036860 0.069751 18.053817 316.947294 39.483911 17.436829 635.385109 0.061771 0.000000 0.000000 0.000000 
